,Unnamed: 0,Facility Number,School Type,School District or Name,County,MMR Vaccination Rate,Age Group,Facility Address
1035,1052,1.80701E+11,Public School,BYRON BERGEN ELEM SCHOOL,Genesee,97.0,,6971 WEST BERGEN RD
1036,1053,5.10201E+11,Public School,JM MCKENNEY MIDDLE (4-8) SCHOOL,St.Lawrence,100.0,,99 STATE ST
1037,1054,4.118E+11,Public School,STOKES SCHOOL,Oneida,100.0,,9095 TURIN RD
1038,1055,042400010002,Public School,WASHINGTON WEST ES,Cattaraugus,100.0,,1626 WASHINGTON ST
1039,1056,4.60801E+11,Public School,BREWERTON ELEMENTARY SCHOOL,Oswego,100.0,,ROUTE 11
1040,1057,1.42301E+11,Private School,ST JOHN VIANNEY SCHOOL,Erie,99.0,,2950 SOUTHWESTERN BLVD
1041,1058,6.60701E+11,Private School,SS JOHN & PAUL SCHOOL,Westchester,100.0,,280 WEAVER ST
1042,1059,1.41901E+11,Public School,JOHN A SCIOLE ELEM SCHOOL,Erie,100.0,,86 ALYS DR E
1043,1060,5.71901E+11,School District,ARKPORT CENTRAL SCHOOL,Steuben,100.0,,35 EAST AVE
1044,1061,5.80301E+11,School District,EAST HAMPTON UNION FREE SCHOOL,Suffolk,99.0,,76 NEWTOWN LN
1045,1062,6.615E+11,Public School,URIAH HILL SCHOOL,Westchester,100.0,,980 PEMART AVE
1046,1063,010306060003,Public School,ELSMERE ES,Albany,100.0,,247 DELAWARE AVE
1047,1064,6.80802E+11,Private School,CROSSROADS SCHOOL,Yates,55.0,,417 LIBERTY STREET
1048,1065,6.69E+11,BOCES School,SOUTHERN WESTCHESTER BOCES - IRVINGTON,Westchester,100.0,,40 NORTH BROADWAY
1049,1066,5.00402E+11,Private School,TALMUD TORAH DARKEI AVOS - MONSEY,Rockland,98.0,,235 N PASCACK RD
1050,1067,2.80221E+11,Public School,SOUTH SIDE MIDDLE SCHOOL,Nassau,100.0,,67 HILLSIDE AVE
1051,1068,5.80507E+11,Public School,OAKDALE-BOHEMIA RD MIDDLE SCHOOL,Suffolk,100.0,,OAKDALE-BOHEMIA RD
1052,1069,4.60801E+11,Public School,MILLARD HAWK ELEMENTARY SCHOOL,Oswego,100.0,,74 SCHOOL DR
1053,1070,3.102E+11,Private School,MESIVTA TIFERETH JERUSALEM,New York,65.0,,145 EAST BROADWAY
1054,1071,2.80221E+11,Public School,WILSON SCHOOL,Nassau,100.0,,25 BUCKINGHAM RD
1055,1072,2.40101E+11,Public School,AVON PRIMARY SCHOOL,Livingston,100.0,,161 CLINTON ST
1056,1073,5.30202E+11,Public School,GLENDAAL SCHOOL,Schenectady,100.0,,RD 2 SACANDAGA RD
1057,1074,3.42401E+11,Private School,RAZI SCHOOL,Queens,90.0,,55-11 QUEENS BLVD
1058,1075,4.31101E+11,Public School,RED JACKET HS,Ontario,100.0,,1506 ROUTE 21
1059,1076,2.80211E+11,Public School,SCHOOL 4,Nassau,100.0,,OCEANSIDE RD
1060,1077,5.20302E+11,Public School,CHANGO ELEM SCHOOL,Saratoga,100.0,,100 CHANGO DR
1061,1078,4.21501E+11,Public School,SOULE ROAD ELEMENTARY,Onondaga,100.0,,8338 SOULE RD
1062,1079,3.3123E+11,Private School,HADRAN ACADEMY,Kings,100.0,,1301 45TH ST
1063,1080,2.80202E+11,Private School,HEBREW ACADEMY OF NASSAU COUNTY - MS/HS,Nassau,100.0,,215 OAK ST
1064,1081,2.80215E+11,Public School,LAWRENCE ELEMENTARY SCHOOL AT BROADWAY CAMPUS (no lead reporting),Nassau,100.0,,195 BROADWAY
1065,1082,030701060004,Public School,PORT DICKINSON ES,Broome,100.0,,770 Chenango Street
1066,1083,2.61501E+11,Public School,CHURCHVILLE CHILI S H S,Monroe,100.0,,5786 BUFFALO RD
1067,1084,4.605E+11,Public School,FAIRGRIEVE SCHOOL,Oswego,100.0,,716 ACADEMY ST
1068,1085,6.80802E+11,Private School,SUNNY VIEW MENNONITE SCHOOL,Yates,57.0,,417 LIBERTY ST. SUITE 2120
1069,1087,1.01001E+11,Public School,CHATHAM MS,Columbia,100.0,,50 WOODBRIDGE AVE
1070,1088,3.31301E+11,Private School,THE WILLIAM T. DILLON CHILD STUDY CENTER @ ST. JOSEPHS COLLEGE,Kings,100.0,,239 VANDERBILT AVE
1071,1089,5.80506E+11,Public School,BRETTON WOODS ELEM SCHOOL,Suffolk,99.0,,CLUB LN
1072,1090,4.00701E+11,Public School,EDWARD TOWN J H S,Niagara,100.0,,2292 SAUNDERS STLMNT
1073,1091,3.40201E+11,Private School,BIRCH FAMILY SERVICES - SPRINGFIELD GARDENS,New York,100.0,,145-02 FARMERS BL
1074,1092,2.61601E+11,Private School,ACADEMY OF HEALTH SCIENCES CHARTER SCHOOL,Monroe,100.0,,1001 LAKE AVENUE
1075,1093,061501040003,Public School,SILVER CREEK ES,Chautauqua,100.0,,1 DICKINSON ST
1076,1095,2.20401E+11,Public School,DEXTER ELEM SCHOOL,Jefferson,100.0,,415 E. GROVE ST
1077,1096,6.60809E+11,Public School,PLEASANTVILLE MIDDLE SCHOOL,Westchester,100.0,,ROMER AVE
1078,1097,5.80603E+11,Private School,PECONIC COMMUNITY SCHOOL,Suffolk,100.0,,141 E MAIN ST
1079,1098,2.80406E+11,Public School,MANHASSET SHS,Nassau,100.0,,200 MEMORIAL PL
1080,1099,1.41401E+11,School District,LAKE SHORE CENTRAL SCHOOL,Erie,100.0,,959 BEACH RD
1081,1100,6.60402E+11,School District,IRVINGTON UNION FREE SCHOOL,Westchester,100.0,,N BROADWAY
1082,1101,6.50102E+11,Private School,EAST PALMYRA CHRISTIAN SCHOOL,Wayne,100.0,,2023 EAST PALMYRA PORT GIBSON ROAD
1083,1102,1.42601E+11,Private School,CARDINAL O HARA H S,Erie,100.0,,39 O HARA RD
1084,1103,3.10201E+11,Private School,ALLEN STEVENSON SCHOOL (THE),New York,100.0,,132 E 78TH ST
1085,1104,1.70801E+11,Public School,MAYFIELD ELEM SCHOOL,Fulton,100.0,,80 N MAIN ST
1086,1105,3.208E+11,Private School,ST FRANCES DE CHANTAL SCHOOL,Bronx,100.0,,2962 HARDING AVE
1087,1106,3.31501E+11,Private School,AL-NOOR SCHOOL,Kings,98.0,,675 4TH AVE
1088,1107,5.80224E+11,Public School,PATCHOGUE-MEDFORD H S,Suffolk,100.0,,BUFFALO AVE
1089,1108,5.80224E+11,Public School,BARTON AVENUE SCHOOL,Suffolk,99.0,,199 BARTON AVE
1090,1109,6.60202E+11,Public School,CARRIE E TOMPKINS SCHOOL,Westchester,100.0,,8 GERSTEIN ST
1091,1110,2.616E+11,Public School,SCHOOL 42 ABELARD REYNOLDS,Monroe,100.0,,3330 LAKE AVE
1092,1111,021102040001,Public School,CANASERAGA SCHOOL,Allegany,100.0,,8 MAIN ST
1093,1113,5.70302E+11,Public School,DANA LYON MIDDLE SCHOOL,Steuben,100.0,,25 ELLAS AVE
1094,1114,030501040001,Public School,W A OLMSTED ES,Broome,100.0,,54 MAIN ST
1095,1115,3.428E+11,Private School,SHAAREI ZION OHEL BRACHA,Queens,99.0,,75-24 Grand Central Parkway
1096,1116,5.00308E+11,Public School,EVANS PARK SCHOOL,Rockland,100.0,,40 MARION PL
1097,1117,5.30301E+11,Public School,HILLSIDE SCHOOL,Schenectady,100.0,,CORNELIUS AVE
1098,1118,4.11701E+11,Public School,REMSEN ELEM SCHOOL,Oneida,100.0,,DAVIS DR
1099,1119,6.62201E+11,Private School,KODOMONO KUNI,Westchester,100.0,,252 SOUNDVIEW AVE
1100,1120,3.321E+11,Private School,ST ATHANASIUS SCHOOL,Kings,99.0,,6120 BAY PKY
1101,1121,2.60902E+11,Private School,LIMA CHRISTIAN SCHOOL,Livingston,100.0,,1574 ROCHESTER ST
1102,1122,1.406E+11,Public School,PS 89 LYDIA  T. WRIGHT SCHOOL,Erie,99.0,,106 APPENHEIMER ST
1103,1123,4.90601E+11,Public School,TURNPIKE ELEM  SCHOOL,Rensselaer,100.0,,55 NEW TURNPIKE RD
1104,1124,2.61101E+11,School District,HILTON CENTRAL SCHOOL,Monroe,100.0,,225 WEST AVE
1105,1125,2.80207E+11,School District,BELLMORE UNION FREE SCHOOL,Nassau,100.0,,580 WINTHROP AVE
1106,1126,2.00901E+11,Public School,WELLS SCHOOL,Hamilton,100.0,,ROUTE 30
1107,1127,2.80401E+11,Public School,POWELLS LANE SCHOOL,Nassau,99.0,,603 POWELLS LANE
1108,1128,5.00301E+11,Public School,TAPPAN ZEE H S,Rockland,99.0,,DUTCH HILL RD
1109,1129,3.425E+11,Private School,ST MELS SCHOOL,Queens,100.0,,154-24 26TH AVE
1110,1130,5.00402E+11,Private School,BNOS ZION OF BOBOV MONSEY,Rockland,100.0,,230-232 VIOLA RD
1111,1131,4.21801E+11,Private School,IHSAN SCHOOL OF EXCELLENCE,Onondaga,100.0,,1406 PARK ST.
1112,1132,5.00201E+11,Public School,WEST HAVERSTRAW ELEM SCHOOL,Rockland,99.0,,BLAUVELT AVE
1113,1133,6.609E+11,Public School,NELSON MANDELA COMMUNITY SCHOOL,Westchester,98.0,,47 S 11TH AVE
1114,1134,5.80203E+11,Public School,BOYLE ROAD ELEM SCHOOL,Suffolk,100.0,,424 BOYLE RD
1115,1135,010100996428,Private School,THE ALBANY ACADEMIES - 140,Albany,100.0,,140 ACADEMY RD
1116,1136,3.10201E+11,Private School,THE BEEKMAN SCHOOL,New York,98.0,,220 E 50TH ST
1117,1137,5.12404E+11,School District,HEUVELTON CENTRAL SCHOOL,St.Lawrence,100.0,,87 WASHINGTON ST
1118,1138,4.91302E+11,Public School,ALGONQUIN MS,Rensselaer,100.0,,333 NY RT 351
1119,1139,6.30701E+11,School District,LAKE GEORGE CENTRAL SCHOOL,Warren,100.0,,381 CANADA ST
1120,1140,2.108E+11,Public School,BENTON HALL SCHOOL,Herkimer,100.0,,ON WARD SQ.
1121,1141,6.61402E+11,Public School,BRIARCLIFF HS,Westchester,100.0,,444 PLEASANTVILLE RD
1122,1142,090301060001,Public School,BEEKMANTOWN ELEM SCHOOL,Clinton,100.0,,37 EAGLE WAY
1123,1143,4.418E+11,Public School,N A HAMILTON BICENTENIAL SCH,Orange,100.0,,929 RT 209
1124,1144,2.60803E+11,Public School,COLEBROOK SCHOOL,Monroe,100.0,,210 COLEBROOK DR
1125,1145,4.11501E+11,Public School,NEW HARTFORD S H S,Oneida,100.0,,OXFORD RD
1126,1146,6.61301E+11,Public School,PEQUENAKONCK ELEM SCHOOL,Westchester,100.0,,230 JUNE ROAD
1127,1147,8E+11,Private School,HEARTSHARE SCHOOLS (THE),Kings,7.0,,1825 BATH AVENUE
1128,1148,060301040000,School District,FREWSBURG CENTRAL SCHOOL DISTRICT,Chautauqua,100.0,,26 INSTITUTE ST
1129,1149,5.80512E+11,Public School,TWIN PINES ELEMENTARY SCHOOL,Suffolk,98.0,,2 MUR PLACE
1130,1150,1.42301E+11,Public School,ORCHARD PARK MIDDLE SCHOOL,Erie,100.0,,60 SOUTH LINCOLN AVE
1131,1151,091200010001,Public School,BAILEY AVENUE SCHOOL,Clinton,100.0,,50 BAILEY AVE
1132,1152,1.102E+11,Public School,SMITH INTERMEDIATE SCHOOL,Cortland,100.0,,33 WHEELER AVE
1133,1153,5.00402E+11,Private School,BNOS DERECH YISROEL OF MONSEY,Rockland,100.0,,P.O. BOX 432
1134,1154,1.01602E+11,Private School,THE DARROW SCHOOL,Columbia,99.0,,110 DARROW RD
1135,1155,5.20101E+11,Public School,CHARLTON HTS ELEM SCHOOL,Saratoga,100.0,,170 STAGE RD
1136,1156,2.80221E+11,Public School,WATSON SCHOOL,Nassau,100.0,,277 N. CENTRE AVE
1137,1157,2.80405E+11,School District,NEW HYDE PK-GARDEN CITY PK UFSD,Nassau,99.0,,1950 HILLSIDE AVE
1138,1158,2.61801E+11,Public School,GINTHER ELEM SCHOOL,Monroe,100.0,,40 ALLEN ST
1139,1159,1.40703E+11,Public School,CLEVELAND HILL HS,Erie,99.0,,105 MAPLEVIEW RD
1140,1160,3.10401E+11,Private School,COOKE SCHOOL AND INSTITUTE,New York,100.0,,1713 MADISON AVE
1141,1161,091200010005,Public School,STAFFORD MIDDLE SCHOOL,Clinton,100.0,,15 BROAD ST
1142,1162,5.00402E+11,Private School,YESHIVA OF BOBOV MONSEY,Rockland,100.0,,88 GROVE ST
1143,1163,050301040000,School District,WEEDSPORT CENTRAL SCHOOL DISTRICT,Cayuga,100.0,,2821 E BRUTUS ST
1144,1164,4.21501E+11,Public School,CHESTNUT HILL MIDDLE SCHOOL,Onondaga,100.0,,204 SASLON PARK DR.
1145,1165,6.61401E+11,Public School,BROOKSIDE SCHOOL RYDER RD,Westchester,100.0,,30 RYDER RD
1146,1166,2.80215E+11,Private School,MESIVTA ATERES YAAKOV,Nassau,100.0,,131 WASHINGTON AVE
1147,1167,2.616E+11,Public School,SCHOOL 3 NATHANIEL ROCHESTER MIDDLE SCHOOL,Monroe,98.0,,85 ADAMS ST
1148,1168,2.80214E+11,Private School,YESHIVA TORAS CHAIM OF SOUTH SHORE,Nassau,100.0,,1170 WILLIAM ST
1149,1169,5.80212E+11,Public School,LONGWOOD H S,Suffolk,100.0,,100 LONGWOOD RD
1150,1170,2.80517E+11,Public School,WOODLAND SCHOOL,Nassau,100.0,,85 KETCHUM RD
1151,1171,2.61701E+11,Public School,ETHEL K FYLE ELEM SCHOOL,Monroe,100.0,,133 VOLLMER PKWY
1152,1172,4.218E+11,Public School,SEYMOUR SCHOOL,Onondaga,100.0,,108 SHONNARD ST
1153,1173,5.80407E+11,Private School,LOVE OF LEARNING MONTESSORI SCHOOL,Suffolk,99.0,,105 PROSPECT RD
1154,1174,1.406E+11,Private School,NARDIN ACADEMY HS,Erie,73.0,,135 CLEVELAND AVE
1155,1175,6.611E+11,Public School,HENRY BARNARD ELEM SCHOOL,Westchester,100.0,,129 BARNARD RD
1156,1176,2.80517E+11,Public School,OLD COUNTRY ROAD SCHOOL,Nassau,100.0,,RHODES LN
1157,1177,2.61901E+11,Public School,KLEM ROAD NORTH ELEM SCHOOL,Monroe,100.0,,1015 KLEM RD
1158,1178,6.31201E+11,Public School,WARRENSBURG J S H S,Warren,100.0,,103 SCHROON RIVER RD
1159,1179,040302060000,School District,ALLEGANY-LIMESTONE CSD,Cattaraugus,100.0,,3131 FIVE MILE RD
1160,1180,3.10201E+11,Private School,VILLAGE COMMUNITY SCHOOL,New York,100.0,,272 W 10TH ST
1161,1181,2.80216E+11,Public School,ALDEN TERRACE SCHOOL,Nassau,100.0,,CENTRAL AVE
1162,1182,3.31701E+11,Private School,PHYLS ACADEMY PREP SCHOOL,Kings,94.0,,3520 TILDEN AVE
1163,1183,5.80103E+11,Public School,BELMONT ELEMENTARY SCHOOL,Suffolk,99.0,,108 BARNUM ST
1164,1184,6.60407E+11,Public School,WOODLAND S H S (and JHS for lead reporting),Westchester,100.0,,475 W HARTSDALE AVE
1165,1185,3.315E+11,Private School,BNOS MARGULIA VIZNITZ,Kings,100.0,,1824 53RD ST
1166,1186,4.70202E+11,School District,GILBERTVILLE-MT UPTON CSD,Otsego,100.0,,693 STATE HWY 51
1167,1187,5.80502E+11,Public School,SHERWOOD ELEM SCHOOL,Suffolk,100.0,,SMITH AVE
1168,1188,6.206E+11,Public School,JOHN F KENNEDY SCHOOL,Ulster,100.0,,107 GROSS ST
1169,1189,3.32E+11,Private School,TALMUD TORAH DCHASIDEI GUR,Kings,100.0,,1360-64 42ND STREET
1170,1190,1.40601E+11,Private School,SAINTS TABERNACLE OF EXCELLENCE,Erie,100.0,,1301 GENESEE ST.
1171,1191,2.80214E+11,School District,HEWLETT WOODMERE PUBLIC SCHOOLS,Nassau,100.0,,1 JOHNSON PL
1172,1192,2.80201E+11,Public School,ALBERTA G. SCHULTZ MIDDLE SCHOOL,Nassau,96.0,,70 GREENWICH ST
1173,1193,5.00402E+11,Private School,AVIR YAKOV EARLY ELEMENTARY,Rockland,100.0,,32 ADDISON BOYCE DR
1174,1194,5.8091E+11,School District,SAGAPONACK COMMON SCHOOL,Suffolk,87.0,,MAIN ST
1175,1196,4.90926E+11,Public School,NURSES MIDDLE COLLEGE CHARTER HIGH SCHOOL CAPITAL REGION,Rensselaer,100.0,,199 WASHINGTON AVE REAR
1176,1197,5.00308E+11,Public School,PEARL RIVER S H S,Rockland,99.0,,275 E CENTRAL AVE
1177,1198,3.31701E+11,Private School,MARY BOBB LEARNING ACADEMY,Kings,100.0,,1187 NORSTRAND AVE
1178,1199,5.10101E+11,School District,BRASHER FALLS CENT SCH DIST,St.Lawrence,100.0,,1039 ST. HWY. 11C
1179,1200,4.60901E+11,Public School,MEXICO ELEM SCHOOL,Oswego,100.0,,ACADEMY ST
1180,1201,5.00402E+11,Private School,HAMESIVTA OF MONSEY,Rockland,98.0,,244 RTE 306
1181,1202,1.418E+11,Private School,OUR LADY OF VICTORY ELEMENTARY SCHOOL,Erie,100.0,,2760 SOUTH PARK AVE
1182,1203,3.10201E+11,Private School,HORACE MANN SCHOOL NURSERY-KINDERGARTEN,New York,100.0,,55 EAST 90TH STREET
1183,1204,4.91701E+11,Private School,SUSAN ODELL TAYLOR SCHOOL FOR CHILDREN,Rensselaer,100.0,,116 PINEWOODS AVE
1184,1205,4.30301E+11,Private School,MEADOW VIEW SCHOOL,Ontario,67.0,,3019 COUNTY COMPLEX DR
1185,1206,4.416E+11,Public School,SOUTH MIDDLE SCHOOL,Orange,98.0,,33-63 MONUMENT ST
1186,1207,081501040002,Public School,OXFORD ACADEMY HS,Chenango,100.0,,50 S WASHINGTON AVE
1187,1208,5.00402E+11,Private School,AVIR YAKOV MIDDLE,Rockland,95.0,,26 BENZION DUNNER DR
1188,1209,1.40301E+11,Private School,IMMACULATE CONCEPTION SCHOOL - EAST AURORA,Erie,100.0,,510 OAKWOOD AVE
1189,1210,3.322E+11,Private School,YESHIVA DERECH HATORAH,Kings,100.0,,2810 NOSTRAND AVE.
1190,1211,2.80224E+11,School District,VALLEY STREAM UNION FREE SCHOOL DISTRICT 24,Nassau,100.0,,75 HORTON AVE
1191,1212,1.30801E+11,Public School,NORTH PARK ES,Dutchess,100.0,,1593 ROUTE 9G
1192,1213,010601060010,Public School,FOREST PARK ES,Albany,99.0,,100 FOREST DR
1193,1214,3.10301E+11,Private School,SS HILDA & HUGH SCHOOL,New York,100.0,,619 W 114TH ST
1194,1215,6.41001E+11,School District,HARTFORD CENTRAL SCHOOL,Washington,100.0,,4704 STATE RT 149
1195,1216,1.61601E+11,School District,BRUSHTON-MOIRA CENTRAL SCHOOL,Franklin,100.0,,758 COUNTY RT 7
1196,1217,3.321E+11,Private School,ELITE HIGH SCHOOL,Kings,100.0,,2115 BENSON AVENUE
1197,1218,6.30801E+11,Public School,HADLEY LUZERNE JSHS,Warren,100.0,,HADLEY LUZERNE JSHS
1198,1219,2.80402E+11,Private School,RED ROBIN COUNTRY DAY SCHOOL,Nassau,100.0,,878 JERICHO TPKE
1199,1220,010623060009,Public School,SHAKER JHS,Albany,100.0,,475 WATERVLIET SHAKER RD
1200,1221,2.80206E+11,School District,SEAFORD UNION FREE SCHOOL,Nassau,100.0,,1600 WASHINGTON AVE
1201,1222,2.803E+11,Public School,LIDO ELEM SCHOOL,Nassau,99.0,,237 Lido Blvd
1202,1223,5.80503E+11,Public School,EAST ISLIP MIDDLE SCHOOL,Suffolk,99.0,,REDMEN ST
1203,1224,6.60407E+11,School District,GREENBURGH CENTRAL SCHOOL,Westchester,100.0,,475 W HARTSDALE AVE
1204,1225,5.21301E+11,Private School,ST MARYS SCHOOL,Saratoga,100.0,,40 THOMPSON ST
1205,1226,5.00402E+11,Private School,YESHIVA OHOLEI SHEM DNITRA,Albany,95.0,,50 COMMERCE STREET
1206,1227,5.00401E+11,Private School,YESHIVAS OHR REUVEN,Rockland,100.0,,259 GRANDVIEW AVE
1207,1228,2.80505E+11,Private School,MISS SUES NURS SCH & KNDG,Nassau,100.0,,1191 OLD COUNTRY RD
1208,1229,1.90701E+11,Public School,GREENVILLE MS,Greene,100.0,,RT 81
1209,1230,4.80503E+11,Public School,PUTNAM VALLEY HIGH SCHOOL,Putnam,100.0,,146 PEEKSKILL HOLLOW RD
1210,1231,1.315E+11,Public School,MORSE YOUNG CHILD MAGNET SCHOOL,Dutchess,100.0,,101 MANSION ST
1211,1232,3.531E+11,Private School,ST JOSEPH BY THE SEA H S,Richmond,100.0,,5150 HYLAN BLVD
1212,1233,4.40401E+11,Public School,PAKANASINK ELEM SCHOOL,Orange,100.0,,1953 RT 302
1213,1234,1.406E+11,Public School,PS 195 CITY HONORS AT FMP,Erie,100.0,,186 E NORTH ST
1214,1235,2.80219E+11,Public School,RHAME AVENUE ELEM SCHOOL,Nassau,100.0,,100 RHAME AVE
1215,1236,2.80253E+11,Public School,WELLINGTON C. MEPHAM HIGH SCHOOL,Nassau,100.0,,2401 CAMP AVE
1216,1237,1.32101E+11,Private School,ST DENIS - ST COLUMBA,Dutchess,100.0,,849 RT 82
1217,1238,010100010043,Public School,PHILIP SCHUYLER ACHIEVEMENT ACADEMY,Albany,100.0,,676 CLINTON AVE
1218,1239,6.60405E+11,Public School,CONCORD ROAD SCHOOL,Westchester,100.0,,2 CONCORD RD
1219,1240,6.71501E+11,School District,WARSAW CENTRAL SCHOOL,Wyoming,100.0,,153 W BUFFALO ST
1220,1241,4.71701E+11,Public School,COOPERSTOWN ELEM SCHOOL,Otsego,100.0,,21 WALNUT ST
1221,1242,1.42801E+11,School District,WEST SENECA CENTRAL SCHOOL,Erie,100.0,,1397 Orchard Park Rd
1222,1243,5.00304E+11,School District,NYACK UNION FREE SCHOOL,Rockland,100.0,,13A DICKINSON AVE
1223,1244,5.91401E+11,Public School,EMMA C CHASE SCHOOL,Sullivan,100.0,,28 PENNSYLVANIA AVE
1224,1245,3.32E+11,Private School,GERER YESHIVA,Kings,100.0,,5407 16TH AVE
1225,1246,2.80217E+11,Public School,JOHN STREET SCHOOL,Nassau,100.0,,560 NASSAU BLVD
1226,1247,5.00401E+11,Public School,VIOLA ELEM SCHOOL,Rockland,99.0,,HAVERSTRAW RD
1227,1248,4.416E+11,Public School,VAILS GATE HIGH TECH MAGNET SCHOOL,Orange,99.0,,400 OLD FORGE HILL RD
1228,1249,5.00402E+11,Private School,CENTRAL UTA OF MONSEY-BOYS,Rockland,95.0,,766 N MAIN STREET
1229,1250,6.60405E+11,Private School,ORCHARD SCHOOL-ANDRUS CHILD HOME,Westchester,100.0,,1156 N BROADWAY
1230,1251,2.80518E+11,Private School,BROOKVILLE CENTER FOR CHILDRENS SERVICES,Nassau,98.0,,189 WHEATLEY RD
1231,1252,010100997616,Private School,ALBANY FREE SCHOOL (THE),Albany,100.0,,8 ELM ST
1232,1253,6.50801E+11,Public School,WAYNE SENIOR HIGH SCHOOL,Wayne,100.0,,P.O. BOX 155
1233,1254,1.32101E+11,Public School,FISHKILL ES,Dutchess,99.0,,20 CHURCH ST
1234,1255,4.123E+11,Public School,THOMAS R. PROCTOR HS,Oneida,100.0,,1203 HILTON AVE
1235,1256,4.21801E+11,Private School,SYRACUSE ACADEMY OF SCIENCE - ELEMENTARY SCHOOL,Onondaga,100.0,,4837 S SALINA ST
1236,1257,5.20302E+11,Public School,ACADIA MIDDLE SCHOOL,Saratoga,100.0,,970 RT 146
1237,1258,6.62401E+11,Public School,WALTER PANAS H S,Westchester,100.0,,WALTER PANAS H S
1238,1259,4.21601E+11,Public School,SKANEATELES S H S,Onondaga,100.0,,49 E ELIZABETH ST
1239,1260,010402060001,Public School,RAVENA SHS,Albany,100.0,,2025 ROUTE 9W
1240,1261,4.21601E+11,Public School,WATERMAN ELEM SCHOOL,Onondaga,100.0,,EAST ST
1241,1262,3.429E+11,Private School,IMMACULATE CONCEPTION SCHOOL - JAMAICA,Queens,99.0,,179 14 DALNY RD
1242,1263,3.32E+11,Private School,VIZNITZER CHAIDER TIFERES YISROEL,Kings,98.0,,1424-43 Street
1243,1264,6.61601E+11,Public School,PROSPECT HILL SCHOOL,Westchester,100.0,,CLAY AND WASH AVES
1244,1265,060800010007,Public School,SCHOOL  7,Chautauqua,100.0,,348 LAKE SHORE DR E
1245,1266,3.31301E+11,Private School,BROOKLYN WALDORF SCHOOL,Kings,91.0,,11 Jefferson Ave
1246,1267,3.10401E+11,Private School,ST BERNARDS SCHOOL,New York,100.0,,4 E 98TH ST
1247,1268,3.10201E+11,Private School,MANHATTAN COUNTRY SCHOOL,New York,100.0,,150 West 85th Street
1248,1269,6.41301E+11,Public School,HUDSON FALLS INTERMEDIATE BUILDING,Washington,100.0,,MAPLE ST
1249,1270,2.31101E+11,Public School,SOUTH LEWIS H S,Lewis,100.0,,4264 EAST RD
1250,1271,3.42901E+11,Private School,WELLSPRING ELEMENTARY,Queens,100.0,,90-20 191ST ST
1251,1272,5.80201E+11,Public School,ARROWHEAD SCHOOL,Suffolk,100.0,,62 ARROWHEAD LN
1252,1273,6.60502E+11,Private School,KEIO ACADEMY,Westchester,100.0,,3 COLLEGE RD
1253,1274,5.80403E+11,Private School,ST PATRICK SCHOOL MAIN ST,Suffolk,100.0,,360 MAIN ST
1254,1275,4.218E+11,Public School,MCKINLEY-BRGHTON MAGNET SCH,Onondaga,99.0,,141 W. NEWELL ST
1255,1276,4.218E+11,Public School,SYRACUSE STEM AT BLODGETT,Onondaga,99.0,,312 OSWEGO ST
1256,1277,5.70201E+11,Public School,AVOCA CENTRAL SCHOOL OLIVER ST,Steuben,100.0,,OLIVER ST
1257,1278,6.611E+11,Public School,NEW ROCHELLE S H S,Westchester,100.0,,265 CLOVE RD
1258,1279,6.106E+11,Public School,ALTERNATIVE COMMUNITY SCHOOL,Tompkins,100.0,,111 CHESTNUT ST
1259,1280,2.41001E+11,Public School,DANSVILLE SENIOR HS,Livingston,100.0,,282 MAIN ST
1260,1281,1.30801E+11,Public School,NETHERWOOD SCHOOL,Dutchess,100.0,,648 NETHERWOOD RD
1261,1282,1.90501E+11,Public School,COXSACKIE-ATHENS MIDDLE SCHOOL,Greene,100.0,,24 SUNSET BLVD
1262,1283,6.60203E+11,Public School,HENDRICK HUDSON H S,Westchester,100.0,,ALBANY POST RD
1263,1284,2.30301E+11,Public School,HARRISVILLE ELEM SCHOOL,Lewis,100.0,,14371 Pirate Lane
1264,1285,5.80205E+11,Public School,NOKOMIS SCHOOL,Suffolk,100.0,,151 HOLBROOK RD
1265,1286,2.8023E+11,Public School,FOREST ROAD SCHOOL,Nassau,100.0,,FOREST RD
1266,1287,6.611E+11,Private School,IONA PREP SCHOOL - UPPER,Westchester,100.0,,255 WILMOT RD
1267,1288,1.40702E+11,Public School,MARYVALE INTERMEDIATE SCHOOL,Erie,100.0,,1050 MARYVALE DR
1268,1289,2.80517E+11,Public School,HICKSVILLE MIDDLE SCHOOL,Nassau,100.0,,JERUSALEM AVE
1269,1290,1.30801E+11,Public School,RALPH R SMITH SCHOOL,Dutchess,99.0,,16 Smith Court
1270,1291,4.50801E+11,Public School,MEDINA H S,Orleans,100.0,,2 MUSTANG DR
1271,1292,5.80101E+11,Public School,BABYLON J S H S,Suffolk,100.0,,50 RAILROAD AVE
1272,1293,1.10701E+11,Public School,HOMER INTERMEDIATE SCHOOL,Cortland,100.0,,58 CLINTON ST
1273,1294,5.00302E+11,Private School,PRE-SCHOOL PLAYHOUSE AND CHILDRENS FUNLAND,Rockland,100.0,,557 WESTERN HWY
1274,1295,3.211E+11,Private School,OUR SAVIOUR LUTHERAN SCHOOL,Bronx,89.0,,1734 WILLIAMSBRIDGE RD
1275,1296,5.20101E+11,Public School,OROURKE MIDDLE SCHOOL,Schenectady,100.0,,173 LAKEHILL RD
