,Unnamed: 0,Facility Number,School Type,School District or Name,County,MMR Vaccination Rate,Age Group,Facility Address
2410,2447,4.41101E+11,Public School,MINISINK VALLEY INTERMEDIATE SCHOOL,Orange,100.0,,RR 6
2411,2448,2.80211E+11,Public School,SCHOOL 6,Nassau,100.0,,25 CASTLETON COURT
2412,2449,3.31501E+11,Private School,INTERNATIONAL SCHOOL OF BROOKLYN,Kings,100.0,,237 Park Place
2413,2450,3.314E+11,Private School,UTA 212,Kings,93.0,,212 WILLIAMSBURG ST EAST
2414,2451,1.51801E+11,Public School,LAKE VIEW CAMPUS,Essex,99.0,,PO BOX 408
2415,2452,4.418E+11,Public School,ANNA S KUHL ELEM SCHOOL,Orange,99.0,,10 RT 209
2416,2453,2.80205E+11,Public School,EAST BROADWAY SCHOOL,Nassau,100.0,,751 SEAMAN NECK RD
2417,2454,5.80232E+11,Public School,WILLIAM FLOYD ELEM SCHOOL,Suffolk,100.0,,LEXINGTON RD
2418,2455,1.42501E+11,Private School,NEW LIFE CHRISTIAN SCHOOL,Erie,100.0,,80 LUKSIN DRIVE
2419,2456,6.623E+11,Public School,YONKERS EARLY CHILDHOOD ACADEMY,Westchester,99.0,,160 BOLMER AVE
2420,2457,6.60406E+11,School District,EDGEMONT UFS GREENBURGH,Westchester,100.0,,300 WHITE OAK LANE
2421,2458,5.21401E+11,Public School,HARRISON AVENUE ELEM SCHOOL,Saratoga,98.0,,68 HARRISON AVE
2422,2459,3.208E+11,Private School,MONSIGNOR SCANLAN HIGH SCHOOL,Bronx,72.0,,915 HUTCHINSON RIVER PKWY
2423,2460,1.40201E+11,Private School,BUFFALO ACADEMY OF THE SACRED HEART,Erie,100.0,,3860 MAIN ST
2424,2461,5.50302E+11,Private School,ROCKSTREAM SCHOOL,Schuyler,33.0,,2119 CHASE ROAD
2425,2462,3.32E+11,Private School,OUR LADY OF PERPETUAL HELP ELEM,Kings,100.0,,5902 SIXTH AVE
2426,2463,5.80405E+11,Public School,SIGNAL HILL ELEM SCHOOL,Suffolk,100.0,,670 CALEDONIA RD
2427,2464,1.50601E+11,School District,KEENE CENTRAL SCHOOL MARKET ST,Essex,100.0,,MARKET ST
2428,2465,3.10301E+11,Private School,"THE MANHATTAN CHILDRENS CENTER, INC",New York,98.0,,124 WEST 95TH STREET
2429,2466,1.41801E+11,Private School,AL-RASHEED ACADEMY,Erie,100.0,,109 RIDGE RD
2430,2467,2.20401E+11,Public School,GENERAL BROWN J S H S,Jefferson,100.0,,GENERAL BROWN J S H S
2431,2468,1.20501E+11,Public School,DELAWARE ACADEMY ES,Delaware,100.0,,2 SHELDON DR
2432,2469,030200010016,Public School,WEST MIDDLE SCHOOL,Broome,100.0,,WEST MIDDLE AVENUE
2433,2470,4.19E+11,BOCES School,ONEIDA-HERKIMER-MADISON BOCES ALTERNATIVE EDUCATION (MSA LINCOLN),Oneida,100.0,,1214 Lincoln Ave
2434,2471,3.32E+11,Private School,YESHIVA IMREI YOSEF SPINKA,Kings,100.0,,5801 15TH AVE
2435,2472,3.42501E+11,Private School,AL-MAMOOR SCHOOL,Queens,100.0,,78-31 PARSONS BLVD
2436,2473,2.60501E+11,Public School,AUTUMN LANE ELEM SCHOOL,Monroe,99.0,,2089 MAIDEN LN
2437,2474,5.218E+11,Public School,DOROTHY NOLAN SCHOOL,Saratoga,100.0,,221 JONES RD
2438,2475,4.42111E+11,Public School,GREENWOOD LAKE ELEMENTARY SCHOOL,Orange,89.0,,80 WATERSTONE RD
2439,2477,6.623E+11,Private School,SACRED HEART ES,Westchester,100.0,,34 CONVENT AVE
2440,2478,5.61006E+11,School District,WATERLOO CENTRAL SCHOOL,Seneca,100.0,,109 WASHINGTON ST
2441,2479,010100216559,Private School,HEBREW ACADEMY OF CAPITAL DISTRICT,Albany,100.0,,100 ACADEMY ROAD - SUITE 100
2442,2480,010100860829,Private School,BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS,Albany,100.0,,116 N Lake Ave
2443,2481,2.80501E+11,Public School,SEA CLIFF ELEM SCHOOL,Nassau,100.0,,280 CARPENTER AVE
2444,2482,3.531E+11,Private School,BISHOP PATRICK V AHERN HIGH SCHOOL,Richmond,100.0,,315 ARLENE ST
2445,2483,4.12801E+11,Public School,WESTMORELAND MS / HS,Oneida,100.0,,RT 233
2446,2484,3.313E+11,Private School,BAIS RUCHEL DSATMAR BR1,Kings,81.0,,88 SANFORD ST
2447,2485,5.00402E+11,Private School,CONGREGATION KHAL YEREIM YESH BAIS HILLEL,Rockland,97.0,,52 CARLTON RD
2448,2486,5.00101E+11,Public School,WEST NYACK SCHOOL,Rockland,99.0,,661 WEST NYACK RD
2449,2487,5.80211E+11,School District,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,Suffolk,100.0,,8 43RD ST
2450,2488,6.30202E+11,Public School,NORTH WARREN CENTRAL SCHOOL RT 8,Warren,100.0,,6110 ST RT 8
2451,2489,2.51601E+11,Public School,BRIDGEPORT ELEM SCHOOL,Madison,100.0,,R D 1 NORTH RD
2452,2490,5.71E+11,Public School,CORNING-PAINTED POST MIDDLE SCHOOL,Steuben,100.0,,35 VICTORY HIGHWAY
2453,2491,1.31601E+11,Private School,HOLY TRINITY SCHOOL,Dutchess,100.0,,20 SPRINGSIDE AVE
2454,2492,1.01401E+11,Public School,ICHABOD CRANE SHS,Columbia,100.0,,2910 US
2455,2493,5.80212E+11,Public School,C E WALTERS SCHOOL,Suffolk,100.0,,EVERETT DR
2456,2494,6.60102E+11,Public School,FOX LANE H S,Westchester,100.0,,S BEDFORD RD
2457,2495,6.80602E+11,Private School,CREEKSIDE MENNONITE SCHOOL,Yates,41.0,,417 LIBERTY ST. SUITE 2120
2458,2496,4.49E+11,BOCES School,ORANGE-ULSTER BOCES,Orange,100.0,,53 GIBSON RD
2459,2497,080201040000,School District,BAINBRIDGE GUILFORD CENTRAL SCHOOL DISTRICT,Chenango,100.0,,18 JULIAND ST
2460,2498,3.322E+11,Private School,YESHIVA OHR YISRAEL,Kings,100.0,,2940 AVE P
2461,2499,010100010039,Public School,ARBOR HILL ES,Albany,99.0,,141 WESTERN AVE
2462,2501,022101040001,Public School,WHITESVILLE CENTRAL SCHOOL,Allegany,99.0,,RD 1 692 MAIN ST
2463,2502,2.61901E+11,Public School,WEBSTER SCHROEDER HIGH SCHOOL,Monroe,100.0,,875 RIDGE RD
2464,2503,2.80225E+11,Private School,VALLEY STREAM CHRISTIAN ACADEMY,Nassau,100.0,,12 E FAIRVIEW AVE
2465,2504,2.40401E+11,Public School,GENESEO JSHS,Livingston,100.0,,GENESEO JSHS
2466,2505,3.102E+11,Private School,CATHEDRAL H S,New York,100.0,,350 E 56TH ST
2467,2506,061601040000,School District,PANAMA CENTRAL SCHOOL DISTRICT,Chautauqua,100.0,,41 NORTH ST
2468,2508,4.40601E+11,Private School,ST JOHNS SCHOOL,Orange,100.0,,77 MURRAY AVE
2469,2509,6.10801E+11,Public School,LANSING HIGH SCHOOL,Tompkins,100.0,,300 RIDGE RD
2470,2510,4.20101E+11,Public School,CAMILLUS MIDDLE SCHOOL,Onondaga,100.0,,5525 IKE DIXON RD
2471,2511,4.218E+11,Public School,ROBERTS SCHOOL,Onondaga,100.0,,715 GLENWOOD AVE
2472,2512,1.41101E+11,School District,SPRINGVILLE-GRIFF INST CENTRAL SCHOOL,Erie,100.0,,307 NEWMAN ST
2473,2513,1.10701E+11,Public School,HOMER SHS,Cortland,100.0,,80 S WEST ST
2474,2514,5.80212E+11,Public School,LONGWOOD JHS,Suffolk,100.0,,LONGWOOD RD
2475,2515,061101040007,Public School,FALCONER HIGH SCHOOL,Chautauqua,99.0,,2 EAST AVE N
2476,2516,5.21301E+11,Public School,GORDON CREEK ELEMENTARY SCHOOL,Saratoga,100.0,,100 WOOD RD
2477,2517,6.62201E+11,Private School,WINDWARD SCHOOL (THE) - WESTCHESTER LOWER SCHOOL,Westchester,100.0,,1275 Mamaroneck Avenue
2478,2518,5.80905E+11,Public School,HAMPTON BAYS HIGH SCHOOL,Suffolk,99.0,,88 ARGONNE RD
2479,2519,4.912E+11,Public School,RENSSELAER JUNIOR SENIOR HIGH SCHOOL,Rensselaer,100.0,,25 Van Rensselaer Drive
2480,2520,091101060006,Public School,PERU MIDDLE SCHOOL,Clinton,100.0,,17 SCHOOL ST
2481,2521,2.61401E+11,Private School,TRINITY MONTESSORI SCHOOL,Monroe,100.0,,100 GOLDEN FLYER DRIVE
2482,2522,5.80224E+11,Public School,EAGLE DRIVE ELEM SCHOOL,Suffolk,99.0,,WAVE AVE
2483,2523,6.62401E+11,Public School,THOMAS JEFFERSON ELEM SCHOOL,Westchester,100.0,,3636 GOMER ST
2484,2524,010201040001,Public School,BERNE KNOX JSHS,Albany,100.0,,1738 HELDERBERG TRL
2485,2525,1.10701E+11,Public School,HOMER JHS,Cortland,100.0,,58 CLINTON ST
2486,2526,2.80407E+11,Private School,SILVERSTEIN HEBREW ACADEMY,Nassau,97.0,,117 CUTTERMILL RD
2487,2527,3.10201E+11,Private School,HUDSONWAY IMMERSION SCHOOL,New York,100.0,,525 W 52ND ST
2488,2528,3.321E+11,Private School,BET YAKOV ATERET TORAH H.S.,Kings,100.0,,2166 Coney Island Avenue
2489,2529,2.11003E+11,School District,DOLGEVILLE CSD,Herkimer,100.0,,38 SLAWSON ST
2490,2530,031601806564,Private School,ROSS CORNERS CHRISTIAN ACADEMY,Broome,100.0,,2101 OWEGO RD
2491,2531,2.80202E+11,Public School,WALNUT STREET SCHOOL,Nassau,99.0,,1270 WALNUT ST
2492,2532,5.80903E+11,Public School,QUOGUE ES,Suffolk,99.0,,PO BOX 957
2493,2533,3.32E+11,Private School,HEBREW INSTITUTE FOR THE,Kings,98.0,,1401 AVENUE I
2494,2534,1.20906E+11,Public School,HANCOCK ES,Delaware,100.0,,206 WILDCAT DR
2495,2535,1.40203E+11,Public School,MAPLE WEST ES,Erie,100.0,,851 MAPLE RD
2496,2536,3.531E+11,Private School,JEWISH FOUNDATION SCHOOL,Richmond,100.0,,400 CASWELL AVE
2497,2538,5.00402E+11,Private School,LEGADEL,Rockland,93.0,,681 CHESTNUT RIDGE RD
2498,2539,3.211E+11,Private School,HOLY ROSARY SCHOOL,Bronx,100.0,,1500 ARNOW AVE
2499,2540,061700010012,Public School,WASHINGTON JHS,Chautauqua,100.0,,159 BUFFALO ST
2500,2541,5.00402E+11,Private School,TALMUD TORAH IMREI BINA,Rockland,100.0,,4 N MAIN ST
2501,2542,1.31601E+11,Public School,UNION VALE MIDDLE SCHOOL,Dutchess,100.0,,1657 E NOXON RD
2502,2543,1.70901E+11,School District,NORTHVILLE CENTRAL SCHOOL,Fulton,100.0,,131 S. THIRD ST
2503,2544,3.321E+11,Private School,BAIS YAAKOV ACADEMY,Kings,100.0,,1213 ELM AVE.
2504,2545,6.623E+11,Private School,ST JOHN THE BAPTIST SCHOOL,Westchester,100.0,,670 YONKERS AVE
2505,2546,3.10301E+11,Private School,GATEWAY SCHOOL OF NEW YORK,New York,99.0,,211 W 61st Street
2506,2547,2.80204E+11,School District,NORTH BELLMORE U F S,Nassau,100.0,,2616 MARTIN AVE
2507,2548,2.80401E+11,Public School,DREXEL SCHOOL,Nassau,100.0,,161 DREXEL AVE
2508,2549,1.102E+11,Public School,RANDALL MIDDLE SCHOOL,Cortland,100.0,,31 RANDALL ST
2509,2550,4.21201E+11,Public School,WHEELER MIDDLE SCHOOL,Onondaga,100.0,,4543 S ONONDAGA RD
2510,2551,2.70301E+11,Public School,CANAJOHARIE MIDDLE SCHOOL,Montgomery,100.0,,25 SCHOOL DISTRICT RD
2511,2552,4.40103E+11,Private School,BIRCH SCHOOL (THE),Orange,100.0,,9 VANCE RD
2512,2553,5.73002E+11,Public School,WAYLAND-COHOCTON ELEMENTARY SCHOOL,Steuben,100.0,,2350 RT 63
2513,2554,6.10601E+11,Private School,NEW ROOTS CHARTER SCHOOL,Tompkins,94.0,,116 N Cayuga
2514,2555,6.60303E+11,Private School,ST JOSEPH SCHOOL,Westchester,100.0,,30 MEADOW AVE
2515,2556,010306060008,Public School,BETHLEHEM CENTRAL SCHOOL HIGH SCHOOL,Albany,100.0,,700 DELAWARE AVE
2516,2557,3.531E+11,Private School,ST PATRICK SCHOOL,Richmond,99.0,,3560 RICHMOND RD
2517,2558,5.70303E+11,Private School,HILLSIDE CTR-SNELL FARM CAMPUS,Steuben,100.0,,7320 SNELL HILL RD
2518,2559,6.41701E+11,Public School,WHITEHALL J S H S,Washington,100.0,,BUCKLEY RD
2519,2560,42180001007x,Public School,PUBLIC SERVICE LEADERSHIP ACAD. (no lead reporting- see LeMoyne ES),Onondaga,100.0,,227 MAGNOLIA STREET
2520,2561,3.10301E+11,Private School,GENEVA SCHOOL OF MANHATTAN,New York,100.0,,138 W 90TH ST
2521,2562,4.12902E+11,Public School,PARKWAY MIDDLE SCHOOL,Oneida,100.0,,ORISKANY BLVD 65
2522,2563,4.40401E+11,Public School,PINE BUSH ELEMENTARY SCHOOL,Orange,99.0,,21 ULSTERVILLE RD
2523,2564,5.80501E+11,Public School,BROOK AVENUE ELEM SCHOOL,Suffolk,98.0,,45 BROOK AVE
2524,2565,1.41604E+11,Public School,BLASDELL ES,Erie,100.0,,3780 S PARK AVE
2525,2566,1.31601E+11,Public School,LAGRANGE MS,Dutchess,100.0,,110 STRINGHAM RD
2526,2567,6.60805E+11,Public School,KENSICO SCHOOL,Westchester,100.0,,320 COLUMBUS AVE
2527,2568,4.00702E+11,Private School,NIAGARA CHARTER SCHOOL,Niagara,99.0,,2077 LOCKPORT RD
2528,2569,5.00402E+11,Private School,AVIR YAKOV BOYS SCHOOL,Rockland,100.0,,91 WASHINGTON AVE
2529,2570,6.60802E+11,Public School,POCANTICO HILLS CENTRAL SCHOOL BEDFORD RD,Westchester,99.0,,BEDFORD RD
2530,2572,6.00601E+11,Public School,OWEGO ELEM SCHOOL,Tioga,99.0,,GEORGE ST
2531,2573,5.00402E+11,Private School,MOSDOS SANZ KLAUSENBURG - BOYS,Rockland,99.0,,8 ECKERSON LN
2532,2574,2.616E+11,Public School,SCHOOL 15 CHILDRENS SCHOOL OF ROCHESTER (THE)- see school 28 for lead rpting,Monroe,99.0,,494 AVERILL AVE
2533,2575,5.91502E+11,Public School,SULLIVAN WEST HIGH SCHOOL,Sullivan,100.0,,6604 STATE RT 52
2534,2576,2.60402E+11,Private School,HOPE HALL,Monroe,100.0,,1612 BUFFALO RD
2535,2577,031502060005,Public School,JOHNSON CITY MIDDLE SCHOOL,Broome,100.0,,601 COLUMBIA DR
2536,2578,6.80802E+11,Private School,FLINT CREEK SCHOOL,Yates,100.0,,417 LIBERTY STREET
2537,2579,3.20801E+11,Private School,GREEK AMERICAN INST-N Y,Bronx,97.0,,3573 BRUCKNER BLVD
2538,2580,6.60101E+11,Public School,MEADOW POND ELEM SCHOOL,Westchester,100.0,,185 SMITHRIDGE RD
2539,2581,2.61202E+11,Private School,SOUTHEAST CHRISTIAN ACADEMY,Monroe,100.0,,1850 FAIRPORT NINE MILE POINT
2540,2582,4.118E+11,Public School,LOUIS DENTI SCHOOL,Oneida,100.0,,1001 RUBY ST
2541,2583,3.321E+11,Private School,CONGREGATION OHR SHRAGA DVERETZKY,Kings,100.0,,1102 AVE. L
2542,2584,2.80407E+11,Public School,RICHARD S SHERMAN GREAT NECK NORTH MIDDLE SCHOOL,Nassau,100.0,,77 POLO RD
2543,2585,6.611E+11,Public School,TRINITY ELEM SCHOOL,Westchester,100.0,,180 PELHAM RD
2544,2586,2.20401E+11,School District,GENERAL BROWN CENTRAL SCHOOL,Jefferson,100.0,,PO Box 500
2545,2587,1.42601E+11,School District,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,Erie,100.0,,1500 COLVIN BLVD
2546,2588,4.917E+11,Public School,P S  2,Rensselaer,100.0,,470-10TH ST
2547,2589,3.315E+11,Private School,MESILAS BAIS YAAKOV,Kings,100.0,,420 19TH ST.
2548,2590,2.80202E+11,Public School,SMITH STREET SCHOOL,Nassau,98.0,,780 SMITH ST
2549,2591,6.71501E+11,Public School,WARSAW J S H S,Wyoming,100.0,,81 COURT ST
2550,2592,1.41601E+11,Public School,BOSTON VALLEY ES,Erie,99.0,,7476 BACK CREEK RD
2551,2593,5.80107E+11,Public School,DEER PARK HIGH SCHOOL,Suffolk,100.0,,1 FALCON PLACE
2552,2594,1.70901E+11,Public School,NORTHVILLE H S,Fulton,100.0,,131 S. THIRD ST
2553,2595,6.60402E+11,Public School,IRVINGTON MIDDLE SCHOOL,Westchester,100.0,,40 N. BROADWAY
2554,2596,1.40203E+11,Public School,CASEY MS,Erie,100.0,,105 CASEY RD
2555,2597,2.60801E+11,School District,EAST IRONDEQUOIT CENTRAL SCHOOL,Monroe,99.0,,600 PARDEE RD
2556,2598,1.42601E+11,Private School,ST JOHN THE BAPTIST SCHOOL ENGLEWOOD AVE,Erie,99.0,,1085 ENGLEWOOD AVE
2557,2599,2.80222E+11,School District,FLORAL PK-BELLROSE U F S,Nassau,95.0,,1 POPPY PL
2558,2600,050401040001,Public School,CATO MERIDIAN ES,Cayuga,100.0,,2851 NYS RTE 370
2559,2601,060201060007,Public School,SOUTHWESTERN ES,Chautauqua,100.0,,600 HUNT RD
2560,2602,2.10302E+11,School District,WEST CANADA VALLEY CENT SCH,Herkimer,100.0,,WEST CANADA VALLEY CENT SCH
2561,2603,1.40707E+11,Private School,BEYOND LEARNING,Erie,97.0,,2049 GEORGE URBAN BLVD
2562,2604,062601659163,Private School,CLEARVIEW SCHOOL,Chautauqua,50.0,,7 NORTH ERIE ST
2563,2605,070901060004,Public School,RIDGE ROAD SCHOOL,Chemung,100.0,,112 RIDGE RD
2564,2606,5.91401E+11,Public School,MONTICELLO H S,Sullivan,100.0,,39 BREAKEY AVE
2565,2607,5.60603E+11,School District,ROMULUS CENTRAL SCHOOL MAIN ST,Seneca,100.0,,5705 MAIN ST
2566,2608,3.21001E+11,Private School,CANARSIE CHILDRENFIRST ACADEMY,Kings,100.0,,100 E 208TH ST
2567,2609,6.615E+11,Public School,OAKSIDE SCHOOL,Westchester,99.0,,JOHN ST
2568,2610,4.20601E+11,Public School,FABIUS-POMPEY ELEMENTARY SCHOOL,Onondaga,100.0,,7800 MAIN ST.
2569,2611,1.31101E+11,Public School,EUGENE BROOKS INTERMEDIATE SCHOOL,Dutchess,97.0,,194 HAIGHT RD
2570,2612,3.211E+11,Private School,ST HELENA SCHOOL,Bronx,100.0,,2050 BENEDICT AVE
2571,2613,010601060012,Public School,SAND CREEK MS,Albany,100.0,,329 SAND CREEK RD
2572,2614,3.318E+11,Private School,BAIS MEIR,Kings,99.0,,1327 38TH ST
2573,2615,4.12E+11,School District,SHERRILL CITY SCHOOLS,Oneida,100.0,,5275 STATE RT 31
2574,2616,3.103E+11,Private School,BEIT RABBAN SCHOOL - 86TH ST,New York,100.0,,270 West 89th Street
2575,2617,010100010045,Public School,MYERS MIDDLE SCHOOL,Albany,36.0,,100 ELBEL CT
2576,2618,5.80235E+11,School District,SOUTH COUNTRY CENTRAL SCHOOL,Suffolk,99.0,,189 N DUNTON AVE
2577,2619,5.91401E+11,Public School,RJ KAISER MIDDLE SCHOOL,Sullivan,100.0,,45 BREAKEY AVE
2578,2620,6.60405E+11,Public School,ARDSLEY MIDDLE SCHOOL,Westchester,100.0,,700 ASHFORD AVE
2579,2621,3.318E+11,Private School,EXCELSIOR SEVENTH DAY ADVENTIST,Kings,99.0,,418 EAST 45TH ST
2580,2622,4.20411E+11,Public School,MOSES DEWITT ELEM SCHOOL,Onondaga,100.0,,JAMESVILLE RD
2581,2623,2.80503E+11,Public School,BAYVILLE PRIMARY SCHOOL,Nassau,100.0,,GODFREY AVE
2582,2624,3.318E+11,Private School,ST THERESE-ST CATERINE CATHOLIC ACADCEMY,Kings,99.0,,4410 AVENUE D
2583,2625,4.218E+11,Public School,CORCORAN HIGH SCHOOL,Onondaga,100.0,,919 GLENWOOD AVE
2584,2626,010100860830,Private School,BRIGHTER CHOICE CHARTER SCHOOL FOR GIRLS,Albany,100.0,,250 CENTRAL AVE
2585,2627,5.80201E+11,Public School,WARD MELVILLE S H S,Suffolk,100.0,,OLD TOWN RD
2586,2628,2.61401E+11,Public School,JEFFERSON ROAD SCHOOL,Monroe,100.0,,15 SCHOOL LN
2587,2629,4.91302E+11,School District,AVERILL PARK CENTRAL SCHOOL,Rensselaer,100.0,,146 Gettle Road
2588,2630,4.20701E+11,Private School,PARKVIEW JUNIOR ACADEMY,Onondaga,100.0,,412 SOUTH AVERY AVE
2589,2631,4.40601E+11,Private School,JOHN J BURKE CATHOLIC H S,Orange,99.0,,80 FLETCHER ST
2590,2632,1.40201E+11,School District,AMHERST CENTRAL SCHOOL,Erie,100.0,,55 KINGS HWY
2591,2633,4.118E+11,School District,ROME CITY SCHOOLS,Oneida,100.0,,409 Bell Road
2592,2634,2.60803E+11,Public School,IRONDEQUOIT S H S,Monroe,100.0,,260 COOPER RD
2593,2635,080201040001,Public School,BAINBRIDGE GUILFORD JSHS,Chenango,100.0,,18 JULIAND ST
2594,2636,6.609E+11,Public School,MOUNT VERNON H S,Westchester,99.0,,100 CALIFORNIA RD
2595,2637,5.91502E+11,Public School,SULLIVAN WEWST ES @ JEFFERSONVILLE,Sullivan,100.0,,33 SCHLHSE RD
2596,2638,5.80402E+11,Public School,GOOSEHILL PRIMARY CTR,Suffolk,100.0,,75 GOOSE HILL RD
2597,2639,090201040001,Public School,KEESVILLE PRIMARY SCHOOL,Clinton,100.0,,1825 ROUTE 22
2598,2640,1.418E+11,Private School,BAKER HALL SCHOOL,Erie,100.0,,777 RIDGE RD
2599,2641,3.314E+11,Private School,OHEL CHAYA,Kings,95.0,,16 SUMNER PL
2600,2642,4.613E+11,Public School,KINGSFORD PARK ELEM SCHOOL,Oswego,100.0,,W FIFTH & NIAGARA ST
2601,2643,4.50704E+11,Public School,HOLLEY MS/HS,Orleans,100.0,,LYNCH RD
2602,2644,1.41901E+11,School District,LANCASTER CENTRAL SCHOOL,Erie,100.0,,177 CENTRAL AVE
2603,2645,062401040000,School District,RIPLEY CENTRAL SCHOOL DISTRICT,Chautauqua,100.0,,12 N STATE ST
2604,2646,6.609E+11,Public School,LONGFELLOW MIDDLE SCHOOL,Westchester,98.0,,624 SOUTH THIRD AVE
2605,2647,3.315E+11,Private School,BAIS ESTHER SCHOOL 3,Kings,100.0,,945 39TH ST
2606,2648,5.00308E+11,School District,PEARL RIVER UNION FREE SCHOOL,Rockland,100.0,,135 West Crooked Hill Rd.
2607,2649,3.427E+11,Private School,ST THOMAS THE APOSTLE CATHOLIC ACADEMY,Queens,99.0,,87-49 87TH ST
2608,2650,1.406E+11,Public School,PS 69 HOUGHTON ACADEMY,Erie,90.0,,1725 CLINTON ST
2609,2651,5.80208E+11,Public School,NORTH COUNTRY ROAD MIDDLE SCHOOL,Suffolk,100.0,,191 NORTH COUNTRY RD
2610,2652,1.706E+11,Public School,KNOX MIDDLE SCHOOL,Fulton,100.0,,400 S PERRY ST
2611,2653,3.102E+11,Private School,SHEFA SCHOOL,New York,100.0,,40 E 29TH ST
2612,2654,6.62101E+11,Public School,PRIMROSE SCHOOL,Westchester,100.0,,110 PRIMROSE ST
2613,2655,3.427E+11,Private School,ST ELIZABETH SCHOOL,Queens,99.0,,94 01 85TH ST
2614,2656,5.80402E+11,Public School,COLD SPRING HARBOR H S,Suffolk,100.0,,TURKEY LN
2615,2657,1.01001E+11,Public School,MARY E DARDESS ES,Columbia,100.0,,50 WOODBRIDGE AVE
2616,2658,2.803E+11,Private School,HEBREW ACADEMY LONG BEACH,Nassau,100.0,,523 Church Ave
2617,2659,6.00801E+11,Public School,SPENCER VAN ETTEN HIGH SCHOOL,Tioga,100.0,,15 DARTTS CROSSROAD
2618,2660,2.60901E+11,Public School,HONEOYE FALLS-LIMA MIDDLE SCH,Monroe,100.0,,619 QUAKER MEETING HOUSE RD
2619,2661,5.80403E+11,Public School,WOODHULL INTERMEDIATE SCHOOL,Suffolk,100.0,,140 WOODHULL RD
2620,2662,1.40709E+11,School District,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL,Erie,100.0,,166 HALSTEAD AVE
2621,2663,1.40601E+11,Private School,ELMWOOD VILLAGE CHARTER SCHOOL - DAYS PARK,Erie,100.0,,40 DAYS PARK
2622,2664,2.20909E+11,Public School,BELLEVILLE HENDERSON CENTRAL SCHOOL,Jefferson,100.0,,8372 COUNTY RT 75
2623,2665,2.616E+11,Public School,SCHOOL 35 PINNACLE,Monroe,99.0,,194 FIELD ST
2624,2666,4.20401E+11,Public School,EAST SYRACUSE ELEMENTARY,Onondaga,100.0,,230 KINNE ST
2625,2667,2.60501E+11,Public School,CRAIG HILL ELEM SCHOOL,Monroe,100.0,,320 W CRAIG HILL DR
2626,2668,5.11101E+11,Public School,GOUVERNEUR MIDDLE SCHOOL,St.Lawrence,100.0,,25 WILSON ST
2627,2669,2.80522E+11,School District,FARMINGDALE UNION FREE SCHOOL,Nassau,100.0,,50 VAN COTT AVE
2628,2670,1.102E+11,School District,CORTLAND CITY SCHOOLS,Cortland,100.0,,1 VALLEY VIEW DR
2629,2671,5.00402E+11,Private School,YESHIVA GEDOLAH OF SOUTH MONSEY,Rockland,100.0,,260 SADDLE RIVER RD
2630,2672,2.31302E+11,Private School,RIVER VALLEY MENNONITE SCHOOL,Lewis,100.0,,RIVER VALLEY MENNONITE SCHOOL
2631,2673,2.80404E+11,School District,PORT WASHINGTON U F S,Nassau,100.0,,101 CAMPUS DR
2632,2674,5.12201E+11,Public School,NORWOOD-NORFOLK MIDDLE SCHOOL,St.Lawrence,100.0,,7852 STATE HIGHWAY 56
2633,2675,5.61006E+11,Public School,LA FAYETTE SCHOOL,Seneca,100.0,,71 INSLEE ST
2634,2676,3.531E+11,Private School,ST ANN SCHOOL,Richmond,100.0,,125 CROMWELL AVE
2635,2677,031701060007,Public School,WINDSOR SHS,Broome,100.0,,1191 NY RT 79
2636,2678,4.31301E+11,Public School,MIDLAKES MIDDLE/HIGH SCHOOL,Ontario,100.0,,1554 RT 488
2637,2679,3.32E+11,Private School,UNITED TAL ACAD TOR V YIRAH-BORO,Kings,99.0,,1348 53RD ST
2638,2680,6.62403E+11,Private School,SEED DAY CARE (THE),Westchester,100.0,,2084 BALDWIN RD
2639,2681,1.40207E+11,Public School,WILLOW RIDGE ES,Erie,99.0,,480 WILLOW RIDGE DR
2640,2682,2.803E+11,School District,LONG BEACH CITY SCHOOLS,Nassau,100.0,,235 LIDO BLVD
2641,2684,5.80512E+11,Public School,SOUTHWEST ELEMENTARY SCHOOL,Suffolk,100.0,,1095 JOSELSON AVE
2642,2685,6.61905E+11,Public School,BLIND BROOK HIGH SCHOOL,Westchester,100.0,,KING ST
2643,2686,062401040001,Public School,RIPLEY CENTRAL SCHOOL,Chautauqua,100.0,,12 N STATE ST
2644,2687,2.80517E+11,School District,HICKSVILLE UNION FREE SCHOOL,Nassau,100.0,,200 DIVISION AVE
2645,2688,3.32301E+11,Private School,PEOPLES ELEMENTARY SCHOOL,Kings,100.0,,2 VAN SINDEREN ST.
2646,2689,4.20101E+11,Private School,MATER DEI ACADEMY,Onondaga,99.0,,2656 WARNERS RD
2647,2690,1.51103E+11,Private School,MOUNTAIN LAKE ACADEMY,Essex,100.0,,386 RIVER RD
2648,2691,3.424E+11,Private School,ST STANISLAUS KOSTKA SCHOOL,Queens,98.0,,61-17 GRAND AVE
2649,2692,059000000000,BOCES School,CAYUGA-ONONDAGA BOCES,Cayuga,97.0,,1879 WEST GENESEE STREET ROAD
2650,2693,3.425E+11,Private School,ST ANDREW AVELLINO SCHOOL,Queens,100.0,,35 50 158TH ST
