"County","School","Grade","Total Students Enrolled","DTaP Percent","Polio Percent","MMR Percent","Hep B Percent","Varicella Had Disease Percent","Varicella Percent","Tdap Percent","MCV4 1st Dose Percent","MCV4 16+ 1 Dose Percent","MCV4 2nd Dose 16+ Percent","Medical Exemption Percent","Religious Exemption Percent","Philosophical Exemption Percent","Enrolled Provisionally Percent","Denied Admission Percent","Noncompliant and Attending Percent"
"Indiana","Calvary Baptist Academy","Kindergarten","3","","","","","","","","","","","","","","","",""
"Indiana","Calvary Baptist Academy","7th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","Calvary Baptist Academy","12th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","Canoe Ridge Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","Cedar Hollow School","7th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","Clover Valley Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Indiana","Drake Run Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","Dry Knob Amish School","7th Grade","2","","","","","","","","","","","","","","","",""
"Indiana","East Pike El Sch","Kindergarten","91","92.3%","92.3%","91.2%","92.3%","0.0%","91.2%","","","","","0.0%","5.5%","2.2%","1.1%","0.0%","0.0%"
"Indiana","Hemlock Acres Amish","7th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","Hickory Hollow Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Indiana","Hilltop Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Indiana","Homer-Center El Sch","Kindergarten","62","93.5%","93.5%","93.5%","95.2%","0.0%","93.5%","","","","","1.6%","3.2%","0.0%","0.0%","0.0%","3.2%"
"Indiana","Homer-Center JSHS","7th Grade","52","96.2%","96.2%","96.2%","96.2%","0.0%","96.2%","96.2%","96.2%","","","0.0%","0.0%","0.0%","3.8%","0.0%","0.0%"
"Indiana","Homer-Center JSHS","12th Grade","83","97.6%","96.4%","97.6%","96.4%","0.0%","97.6%","96.4%","","0.0%","91.6%","0.0%","2.4%","3.6%","0.0%","0.0%","2.4%"
"Indiana","Indiana Area JHS","7th Grade","229","92.6%","92.6%","92.6%","92.6%","0.0%","92.6%","92.6%","92.6%","","","0.0%","0.0%","5.2%","2.2%","0.0%","0.0%"
"Indiana","Indiana Area SHS","12th Grade","224","96.0%","95.5%","96.0%","95.1%","1.3%","94.2%","94.2%","","1.8%","88.8%","1.3%","2.2%","2.7%","0.0%","0.0%","4.9%"
"Indiana","Indiana Wesleyan School","Kindergarten","3","","","","","","","","","","","","","","","",""
"Indiana","Indiana Wesleyan School","7th Grade","2","","","","","","","","","","","","","","","",""
"Indiana","Indiana Wesleyan School","12th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","Keys Montessori School Inc","Kindergarten","7","","","","","","","","","","","","","","","",""
"Indiana","Lewis Run","7th Grade","2","","","","","","","","","","","","","","","",""
"Indiana","Maple Knob","7th Grade","2","","","","","","","","","","","","","","","",""
"Indiana","Marion Center Area JR/SR HS","7th Grade","102","99.0%","99.0%","96.1%","100.0%","0.0%","97.1%","94.1%","93.1%","","","0.0%","4.9%","4.9%","0.0%","0.0%","0.0%"
"Indiana","Marion Center Area JR/SR HS","12th Grade","94","95.7%","97.9%","95.7%","97.9%","0.0%","95.7%","95.7%","","7.4%","89.4%","0.0%","2.1%","8.5%","0.0%","0.0%","0.0%"
"Indiana","Merakey Indiana","Kindergarten","1","","","","","","","","","","","","","","","",""
"Indiana","New Story","Kindergarten","3","","","","","","","","","","","","","","","",""
"Indiana","New Story","7th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","New Story","12th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","Oak Grove Parochial School","7th Grade","4","","","","","","","","","","","","","","","",""
"Indiana","Owl Hollow Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","Penns Manor Area El Sch","Kindergarten","43","83.7%","83.7%","83.7%","90.7%","0.0%","83.7%","","","","","0.0%","4.7%","4.7%","7.0%","0.0%","0.0%"
"Indiana","Penns Manor Area JSHS","7th Grade","54","92.6%","92.6%","90.7%","92.6%","0.0%","90.7%","85.2%","85.2%","","","0.0%","3.7%","5.6%","9.3%","0.0%","0.0%"
"Indiana","Penns Manor Area JSHS","12th Grade","53","98.1%","98.1%","96.2%","98.1%","0.0%","96.2%","90.6%","","11.3%","81.1%","0.0%","1.9%","3.8%","13.2%","0.0%","0.0%"
"Indiana","Pine Grove Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","Pine Ridge Amish School","7th Grade","2","","","","","","","","","","","","","","","",""
"Indiana","Pumpkin Ridge","7th Grade","4","","","","","","","","","","","","","","","",""
"Indiana","Purchase Line El Sch","Kindergarten","45","95.6%","95.6%","91.1%","95.6%","0.0%","91.1%","","","","","0.0%","11.1%","0.0%","0.0%","0.0%","0.0%"
"Indiana","Purchase Line JSHS","7th Grade","62","95.2%","95.2%","95.2%","96.8%","0.0%","95.2%","88.7%","91.9%","","","0.0%","11.3%","0.0%","0.0%","0.0%","1.6%"
"Indiana","Purchase Line JSHS","12th Grade","60","96.7%","98.3%","96.7%","98.3%","0.0%","96.7%","96.7%","","0.0%","91.7%","0.0%","8.3%","0.0%","0.0%","0.0%","0.0%"
"Indiana","Rayne El Sch","Kindergarten","84","89.3%","89.3%","90.5%","89.3%","0.0%","90.5%","","","","","0.0%","0.0%","9.5%","1.2%","0.0%","0.0%"
"Indiana","River Valley HS","12th Grade","112","99.1%","99.1%","99.1%","100.0%","0.9%","96.4%","99.1%","","1.8%","78.6%","0.9%","0.9%","3.6%","0.0%","0.0%","14.3%"
"Indiana","River Valley MS","7th Grade","120","99.2%","98.3%","96.7%","96.7%","0.0%","96.7%","90.0%","89.2%","","","0.0%","1.7%","4.2%","0.0%","0.0%","5.8%"
"Indiana","Rose Valley School","7th Grade","1","","","","","","","","","","","","","","","",""
"Indiana","Saltsburg El Sch","Kindergarten","38","94.7%","84.2%","84.2%","100.0%","0.0%","84.2%","","","","","0.0%","0.0%","15.8%","0.0%","0.0%","0.0%"
"Indiana","Seeds of Faith Christian Academy","Kindergarten","8","","","","","","","","","","","","","","","",""
"Indiana","Seeds of Faith Christian Academy","7th Grade","6","","","","","","","","","","","","","","","",""
"Indiana","Seeds of Faith Christian Academy","12th Grade","2","","","","","","","","","","","","","","","",""
"Indiana","Shady Lane Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","Shady Run Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","Spring Hollow Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Indiana","St Bernard School","Kindergarten","10","","","","","","","","","","","","","","","",""
"Indiana","St Bernard School","7th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","Stony Acres Amish School","7th Grade","6","","","","","","","","","","","","","","","",""
"Indiana","Stony Flat Amish School","7th Grade","2","","","","","","","","","","","","","","","",""
"Indiana","United El Sch","Kindergarten","52","90.4%","90.4%","90.4%","90.4%","0.0%","90.4%","","","","","0.0%","3.8%","5.8%","0.0%","0.0%","0.0%"
"Indiana","United JSHS","7th Grade","65","93.8%","93.8%","93.8%","93.8%","0.0%","93.8%","93.8%","93.8%","","","0.0%","0.0%","6.2%","0.0%","0.0%","0.0%"
"Indiana","United JSHS","12th Grade","71","93.0%","93.0%","93.0%","93.0%","0.0%","93.0%","93.0%","","0.0%","93.0%","0.0%","0.0%","7.0%","0.0%","0.0%","0.0%"
"Indiana","Walnut Hollow Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Indiana","West Creek Road Amish School","7th Grade","2","","","","","","","","","","","","","","","",""
"Indiana","Whistle Hollow Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Jefferson","Allens Mills School","7th Grade","2","","","","","","","","","","","","","","","",""
"Jefferson","Bear Lane School","7th Grade","2","","","","","","","","","","","","","","","",""
"Jefferson","Blose Hill Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Jefferson","Brockway Area Elementary Sch","Kindergarten","53","94.3%","94.3%","94.3%","94.3%","0.0%","94.3%","","","","","0.0%","0.0%","5.7%","1.9%","0.0%","0.0%"
"Jefferson","Brockway Area JSHS","7th Grade","52","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","98.1%","98.1%","","","0.0%","0.0%","3.8%","0.0%","0.0%","0.0%"
"Jefferson","Brockway Area JSHS","12th Grade","74","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Jefferson","Brookville JSHS","7th Grade","115","93.9%","93.9%","93.0%","92.2%","0.0%","92.2%","92.2%","92.2%","","","0.9%","5.2%","3.5%","0.0%","0.0%","0.0%"
"Jefferson","Brookville JSHS","12th Grade","115","95.7%","95.7%","95.7%","95.7%","0.0%","95.7%","94.8%","","0.0%","91.3%","0.0%","8.7%","0.0%","0.0%","0.0%","0.0%"
"Jefferson","Buck Run School","7th Grade","3","","","","","","","","","","","","","","","",""
"Jefferson","Christs Dominion Academy","Kindergarten","3","","","","","","","","","","","","","","","",""
"Jefferson","Christs Dominion Academy","12th Grade","1","","","","","","","","","","","","","","","",""
"Jefferson","Eagles Nest Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Jefferson","Hazen Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Jefferson","Highland Park School","7th Grade","6","","","","","","","","","","","","","","","",""
"Jefferson","Hillside School","7th Grade","2","","","","","","","","","","","","","","","",""
"Jefferson","Jefferson County-DuBois AVTS","12th Grade","126","97.6%","97.6%","97.6%","96.8%","0.0%","97.6%","98.4%","","0.0%","67.5%","0.0%","4.0%","0.8%","0.0%","0.0%","67.5%"
"Jefferson","Kentucky Avenue Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Jefferson","Liberty Hill Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Jefferson","Lone Maple Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Jefferson","Maple Grove Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Jefferson","Munderf Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Jefferson","Northside El Sch","Kindergarten","116","91.4%","91.4%","91.4%","92.2%","0.0%","91.4%","","","","","0.9%","7.8%","0.0%","0.0%","0.0%","0.0%"
"Jefferson","Pine Valley Parochial School","7th Grade","1","","","","","","","","","","","","","","","",""
"Jefferson","Punxsutawney Area El Sch","Kindergarten","115","97.4%","97.4%","97.4%","98.3%","0.0%","97.4%","","","","","0.0%","0.9%","1.7%","0.0%","0.0%","0.0%"
"Jefferson","Punxsutawney Area HS","7th Grade","179","96.6%","96.6%","96.6%","96.6%","0.0%","96.6%","92.2%","92.7%","","","0.0%","3.4%","4.5%","0.0%","0.0%","0.0%"
"Jefferson","Punxsutawney Area HS","12th Grade","109","96.3%","95.4%","96.3%","95.4%","0.0%","95.4%","95.4%","","0.0%","90.8%","0.0%","5.5%","4.6%","0.0%","0.0%","0.0%"
"Jefferson","Punxsutawney Christian School","Kindergarten","7","","","","","","","","","","","","","","","",""
"Jefferson","Punxsutawney Christian School","7th Grade","3","","","","","","","","","","","","","","","",""
"Jefferson","Punxsutawney Christian School","12th Grade","1","","","","","","","","","","","","","","","",""
"Jefferson","Reitz Crossing Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Jefferson","Rock Dump School","7th Grade","4","","","","","","","","","","","","","","","",""
"Jefferson","Saints Cosmas & Damian School","Kindergarten","15","","","","","","","","","","","","","","","",""
"Jefferson","Sawmill Road School","7th Grade","3","","","","","","","","","","","","","","","",""
"Jefferson","Spring Hollow Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Jefferson","Sunset View Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Jefferson","Trout Run School","7th Grade","2","","","","","","","","","","","","","","","",""
"Jefferson","Valier Valley","7th Grade","3","","","","","","","","","","","","","","","",""
"Jefferson","Valley View Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Jefferson","Willow Drive School","7th Grade","5","","","","","","","","","","","","","","","",""
"Jefferson","Woodberry","7th Grade","4","","","","","","","","","","","","","","","",""
"Juniata","Black Rock Amish School","7th Grade","5","","","","","","","","","","","","","","","",""
"Juniata","Breezy Hollow Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Juniata","Cedar View School","7th Grade","1","","","","","","","","","","","","","","","",""
"Juniata","Delaware Creek School","7th Grade","3","","","","","","","","","","","","","","","",""
"Juniata","East Juniata El Sch","Kindergarten","68","86.8%","88.2%","88.2%","88.2%","0.0%","88.2%","","","","","0.0%","4.4%","7.4%","1.5%","0.0%","0.0%"
"Juniata","East Juniata JSHS","7th Grade","60","96.7%","96.7%","95.0%","96.7%","0.0%","96.7%","88.3%","86.7%","","","0.0%","6.7%","6.7%","1.7%","0.0%","0.0%"
"Juniata","East Juniata JSHS","12th Grade","69","95.7%","95.7%","95.7%","94.2%","0.0%","95.7%","92.8%","","4.3%","81.2%","0.0%","7.2%","8.7%","2.9%","0.0%","0.0%"
"Juniata","East Salem Amish Parochial Sch","7th Grade","2","","","","","","","","","","","","","","","",""
"Juniata","Juniata Christian School","Kindergarten","15","","","","","","","","","","","","","","","",""
"Juniata","Juniata Christian School","7th Grade","13","","","","","","","","","","","","","","","",""
"Juniata","Juniata Christian School","12th Grade","8","","","","","","","","","","","","","","","",""
"Juniata","Juniata El Sch","Kindergarten","118","89.8%","91.5%","91.5%","94.1%","0.0%","90.7%","","","","","0.0%","1.7%","0.8%","5.1%","0.0%","2.5%"
"Juniata","Juniata SHS","12th Grade","139","95.7%","94.2%","95.0%","95.7%","2.2%","92.8%","92.1%","","0.0%","81.3%","0.0%","13.7%","1.4%","3.6%","0.0%","0.0%"
"Juniata","Kurtz Valley Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Juniata","Laurel Run Amish School","7th Grade","2","","","","","","","","","","","","","","","",""
"Juniata","Mountain View Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Juniata","Red Rock School","7th Grade","3","","","","","","","","","","","","","","","",""
"Juniata","Ridgeside School","7th Grade","2","","","","","","","","","","","","","","","",""
"Juniata","Shade Mountain Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Juniata","Shade Mountain Christian School","7th Grade","6","","","","","","","","","","","","","","","",""
"Juniata","Soaring Heights School - Mifflin","Kindergarten","3","","","","","","","","","","","","","","","",""
"Juniata","Soaring Heights School - Mifflin","7th Grade","5","","","","","","","","","","","","","","","",""
"Juniata","Soaring Heights School - Mifflin","12th Grade","1","","","","","","","","","","","","","","","",""
"Juniata","Tuscarora MS","7th Grade","115","93.0%","93.0%","93.9%","93.9%","0.0%","93.9%","89.6%","89.6%","","","0.0%","1.7%","8.7%","0.9%","0.0%","0.0%"
"Juniata","Willow Springs Mennonite School","7th Grade","5","","","","","","","","","","","","","","","",""
"Juniata","Windy Acres School","7th Grade","1","","","","","","","","","","","","","","","",""
"Lackawanna","Abington Christian Academy","Kindergarten","9","","","","","","","","","","","","","","","",""
"Lackawanna","Abington Christian Academy","7th Grade","2","","","","","","","","","","","","","","","",""
"Lackawanna","Abington Christian Academy","12th Grade","2","","","","","","","","","","","","","","","",""
"Lackawanna","Abington Heights HS","12th Grade","289","99.0%","99.0%","97.9%","97.2%","1.0%","96.5%","98.3%","","0.7%","92.7%","1.0%","4.2%","3.8%","0.0%","0.0%","0.7%"
"Lackawanna","Abington Heights MS","7th Grade","243","94.7%","94.7%","94.7%","94.7%","0.0%","94.7%","94.2%","94.2%","","","0.4%","1.2%","2.9%","4.9%","0.0%","6.6%"
"Lackawanna","All Saints Academy","Kindergarten","18","","","","","","","","","","","","","","","",""
"Lackawanna","All Saints Academy","7th Grade","18","","","","","","","","","","","","","","","",""
"Lackawanna","Bais Yaakov of Scranton","12th Grade","1","","","","","","","","","","","","","","","",""
"Lackawanna","Carbondale Area JSHS","7th Grade","84","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","98.8%","98.8%","","","0.0%","1.2%","1.2%","0.0%","0.0%","0.0%"
"Lackawanna","Carbondale Area JSHS","12th Grade","138","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","","0.7%","99.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Lackawanna","Carbondale El Sch","Kindergarten","96","96.9%","95.8%","95.8%","96.9%","0.0%","95.8%","","","","","0.0%","2.1%","2.1%","0.0%","0.0%","0.0%"
"Lackawanna","Charles Sumner #18","Kindergarten","55","94.5%","94.5%","98.2%","100.0%","0.0%","98.2%","","","","","0.0%","1.8%","0.0%","3.6%","0.0%","0.0%"
"Lackawanna","Clarks Summit El Sch","Kindergarten","67","94.0%","94.0%","94.0%","97.0%","0.0%","94.0%","","","","","0.0%","0.0%","3.0%","1.5%","0.0%","1.5%"
"Lackawanna","Discovery Montessori - Beech St., Scranton location","Kindergarten","4","","","","","","","","","","","","","","","",""
"Lackawanna","Discovery Montessori - N. Main Ave, Scranton Location","Kindergarten","7","","","","","","","","","","","","","","","",""
"Lackawanna","Dunmore El Ctr","Kindergarten","92","97.8%","97.8%","97.8%","98.9%","0.0%","97.8%","","","","","0.0%","0.0%","2.2%","0.0%","0.0%","0.0%"
"Lackawanna","Dunmore JSHS","7th Grade","101","98.0%","97.0%","98.0%","97.0%","0.0%","97.0%","98.0%","98.0%","","","1.0%","2.0%","2.0%","0.0%","0.0%","1.0%"
"Lackawanna","Dunmore JSHS","12th Grade","123","97.6%","97.6%","97.6%","98.4%","0.0%","96.7%","96.7%","","0.0%","93.5%","0.0%","4.1%","0.0%","1.6%","0.0%","2.4%"
"Lackawanna","Fell CS","Kindergarten","15","","","","","","","","","","","","","","","",""
"Lackawanna","Fell CS","7th Grade","7","","","","","","","","","","","","","","","",""
"Lackawanna","Frances Willard #32","Kindergarten","79","97.5%","98.7%","98.7%","98.7%","0.0%","98.7%","","","","","0.0%","0.0%","0.0%","2.5%","0.0%","0.0%"
"Lackawanna","Graham Academy","Kindergarten","5","","","","","","","","","","","","","","","",""
"Lackawanna","Graham Academy","7th Grade","7","","","","","","","","","","","","","","","",""
"Lackawanna","Graham Academy","12th Grade","3","","","","","","","","","","","","","","","",""
"Lackawanna","Gregory the Great Academy","12th Grade","11","","","","","","","","","","","","","","","",""
"Lackawanna","Holy Cross High School Dunmore Campus","12th Grade","75","100.0%","98.7%","100.0%","98.7%","0.0%","98.7%","100.0%","","0.0%","94.7%","0.0%","1.3%","0.0%","0.0%","0.0%","4.0%"
"Lackawanna","Isaac Tripp El Sch","Kindergarten","128","94.5%","93.8%","96.9%","97.7%","0.0%","95.3%","","","","","0.0%","3.1%","0.0%","5.5%","0.0%","0.0%"
"Lackawanna","Jefferson El Sch","Kindergarten","47","87.2%","85.1%","85.1%","85.1%","0.0%","85.1%","","","","","0.0%","10.6%","4.3%","0.0%","0.0%","0.0%"
"Lackawanna","John Adams #4","Kindergarten","57","93.0%","89.5%","98.2%","94.7%","0.0%","98.2%","","","","","0.0%","1.8%","0.0%","10.5%","0.0%","0.0%"
"Lackawanna","John F. Kennedy #7","Kindergarten","68","97.1%","97.1%","98.5%","98.5%","0.0%","98.5%","","","","","0.0%","1.5%","0.0%","0.0%","0.0%","2.9%"
"Lackawanna","John G Whittier #2","Kindergarten","89","97.8%","95.5%","100.0%","97.8%","0.0%","100.0%","","","","","0.0%","1.1%","1.1%","3.4%","0.0%","1.1%"
"Lackawanna","LaSalle Academy Jessup","Kindergarten","23","95.7%","95.7%","95.7%","95.7%","0.0%","95.7%","","","","","0.0%","0.0%","4.3%","0.0%","0.0%","0.0%"
"Lackawanna","LaSalle Academy Jessup","7th Grade","23","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","100.0%","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Lackawanna","Lakeland El Sch - Mayfield Campus","Kindergarten","44","97.7%","97.7%","97.7%","100.0%","0.0%","97.7%","","","","","0.0%","2.3%","0.0%","0.0%","0.0%","0.0%"
"Lackawanna","Lakeland El Sch - Scott Campus","Kindergarten","61","96.7%","96.7%","96.7%","96.7%","0.0%","96.7%","","","","","0.0%","1.6%","1.6%","0.0%","0.0%","0.0%"
"Lackawanna","Lakeland JSHS","7th Grade","100","98.0%","98.0%","99.0%","98.0%","0.0%","99.0%","96.0%","95.0%","","","0.0%","1.0%","4.0%","0.0%","0.0%","0.0%"
"Lackawanna","Lakeland JSHS","12th Grade","112","98.2%","98.2%","98.2%","98.2%","0.9%","97.3%","98.2%","","0.0%","97.3%","0.0%","0.9%","1.8%","0.0%","0.0%","0.0%"
"Lackawanna","McNichols Plaza","Kindergarten","74","98.6%","98.6%","98.6%","98.6%","0.0%","98.6%","","","","","0.0%","0.0%","1.4%","0.0%","0.0%","0.0%"
"Lackawanna","Merakey Education Center","12th Grade","1","","","","","","","","","","","","","","","",""
"Lackawanna","Mid Valley El Ctr","Kindergarten","119","98.3%","98.3%","98.3%","98.3%","0.0%","98.3%","","","","","0.0%","0.8%","0.8%","0.0%","0.0%","0.0%"
"Lackawanna","Mid Valley Secondary Center","7th Grade","158","99.4%","99.4%","99.4%","99.4%","0.6%","98.7%","100.0%","100.0%","","","0.0%","0.0%","0.6%","0.0%","0.0%","0.0%"
"Lackawanna","Mid Valley Secondary Center","12th Grade","154","100.0%","100.0%","100.0%","100.0%","0.6%","99.4%","100.0%","","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Lackawanna","Milton Eisner Yeshiva HS","12th Grade","19","","","","","","","","","","","","","","","",""
"Lackawanna","Moscow El Sch","Kindergarten","136","92.6%","93.4%","91.9%","94.1%","0.0%","91.9%","","","","","1.5%","2.2%","3.7%","2.2%","0.0%","0.0%"
"Lackawanna","Nativity Miguel School of Scranton","7th Grade","17","","","","","","","","","","","","","","","",""
"Lackawanna","Neil Armstrong #40","Kindergarten","66","95.5%","97.0%","98.5%","97.0%","0.0%","98.5%","","","","","0.0%","1.5%","0.0%","1.5%","0.0%","1.5%"
"Lackawanna","New Story","Kindergarten","2","","","","","","","","","","","","","","","",""
"Lackawanna","New Story","7th Grade","4","","","","","","","","","","","","","","","",""
"Lackawanna","New Story","12th Grade","3","","","","","","","","","","","","","","","",""
"Lackawanna","Newton-Ransom Sch","Kindergarten","24","95.8%","95.8%","91.7%","95.8%","0.0%","91.7%","","","","","0.0%","4.2%","4.2%","0.0%","0.0%","0.0%"
"Lackawanna","North Pocono HS","12th Grade","228","96.1%","96.1%","96.1%","96.1%","0.9%","96.1%","96.1%","","0.0%","90.8%","0.9%","6.6%","0.9%","1.8%","0.0%","0.4%"
"Lackawanna","North Pocono Intmd Sch","7th Grade","1","","","","","","","","","","","","","","","",""
"Lackawanna","North Pocono MS","7th Grade","243","95.1%","94.7%","95.1%","95.9%","0.8%","94.7%","93.4%","93.8%","","","0.4%","3.7%","1.2%","0.0%","0.0%","1.6%"
"Lackawanna","Northeast Intrmd Sch","7th Grade","208","99.0%","99.0%","99.0%","99.0%","0.5%","99.0%","96.2%","96.2%","","","0.0%","2.4%","0.5%","0.0%","0.0%","1.0%"
"Lackawanna","Northeastern Educational IU 19","Kindergarten","11","","","","","","","","","","","","","","","",""
"Lackawanna","Northeastern Educational IU 19","7th Grade","4","","","","","","","","","","","","","","","",""
"Lackawanna","Northeastern Educational IU 19","12th Grade","41","95.1%","92.7%","97.6%","95.1%","0.0%","97.6%","95.1%","","0.0%","90.2%","2.4%","0.0%","2.4%","9.8%","0.0%","0.0%"
"Lackawanna","Old Forge El Sch","Kindergarten","84","91.7%","91.7%","94.0%","97.6%","0.0%","91.7%","","","","","1.2%","0.0%","0.0%","0.0%","0.0%","7.1%"
"Lackawanna","Old Forge JSHS","7th Grade","86","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","89.5%","89.5%","","","0.0%","0.0%","0.0%","0.0%","0.0%","10.5%"
"Lackawanna","Old Forge JSHS","12th Grade","73","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","","8.2%","91.8%","0.0%","1.4%","1.4%","0.0%","0.0%","5.5%"
"Lackawanna","Our Lady of Peace School","Kindergarten","47","91.5%","91.5%","89.4%","97.9%","0.0%","89.4%","","","","","0.0%","2.1%","2.1%","0.0%","0.0%","8.5%"
"Lackawanna","Our Lady of Peace School","7th Grade","38","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","97.4%","100.0%","","","0.0%","0.0%","0.0%","0.0%","0.0%","2.6%"
"Lackawanna","Riverside El Sch West","Kindergarten","111","100.0%","100.0%","99.1%","100.0%","0.0%","99.1%","","","","","0.0%","0.9%","0.9%","0.0%","0.0%","0.0%"
"Lackawanna","Riverside JSHS","7th Grade","115","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","97.4%","97.4%","","","0.0%","1.7%","0.9%","0.0%","0.0%","0.0%"
"Lackawanna","Riverside JSHS","12th Grade","103","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","99.0%","","0.0%","99.0%","0.0%","0.0%","1.0%","0.0%","0.0%","0.0%"
"Lackawanna","Robert Morris #27","Kindergarten","51","94.1%","94.1%","94.1%","98.0%","2.0%","92.2%","","","","","0.0%","5.9%","0.0%","0.0%","0.0%","0.0%"
"Lackawanna","Scranton HS","7th Grade","59","98.3%","96.6%","98.3%","98.3%","0.0%","98.3%","96.6%","96.6%","","","0.0%","5.1%","0.0%","0.0%","0.0%","0.0%"
"Lackawanna","Scranton HS","12th Grade","453","98.7%","97.8%","98.9%","98.9%","0.2%","98.7%","98.7%","","3.1%","94.7%","0.2%","1.5%","0.0%","1.3%","0.0%","0.0%"
"Lackawanna","Scranton Hebrew Day School","Kindergarten","17","","","","","","","","","","","","","","","",""
"Lackawanna","Scranton Hebrew Day School","7th Grade","14","","","","","","","","","","","","","","","",""
"Lackawanna","Scranton Preparatory School","12th Grade","164","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","","0.0%","97.0%","0.0%","3.0%","0.0%","0.0%","0.0%","0.0%"
"Lackawanna","South Abington Sch","Kindergarten","49","93.9%","93.9%","93.9%","95.9%","0.0%","91.8%","","","","","0.0%","4.1%","2.0%","2.0%","0.0%","0.0%"
"Lackawanna","South Scranton Intrmd Sch","7th Grade","167","98.2%","97.6%","97.6%","98.2%","0.6%","97.0%","94.6%","95.8%","","","0.0%","2.4%","0.0%","0.6%","0.0%","4.2%"
"Lackawanna","St Mary of Mt Carmel School","Kindergarten","18","","","","","","","","","","","","","","","",""
"Lackawanna","St Mary of Mt Carmel School","7th Grade","14","","","","","","","","","","","","","","","",""
"Lackawanna","St Paul St Clare School St Clare Campus","Kindergarten","33","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Lackawanna","St Paul St Clare School St Paul Campus","7th Grade","31","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","100.0%","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Lackawanna","Valley View El Ctr","Kindergarten","176","97.7%","98.3%","98.3%","97.7%","0.0%","98.3%","","","","","0.0%","1.1%","0.6%","0.6%","0.0%","0.0%"
"Lackawanna","Valley View HS","12th Grade","168","98.8%","98.8%","98.8%","98.8%","1.8%","96.4%","97.6%","","0.0%","97.0%","1.8%","1.2%","0.0%","0.0%","0.0%","0.0%"
"Lackawanna","Valley View MS","7th Grade","202","99.5%","99.0%","99.0%","99.0%","0.0%","99.0%","97.0%","97.0%","","","0.0%","2.0%","1.0%","0.0%","0.0%","0.0%"
