,Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
8219,,Public,RAGLAND HIGH SCHOOL,,ST. CLAIR,100.0,Third Grade
8220,,Public,RAGLAND HIGH SCHOOL,,ST. CLAIR,100.0,Sixth Grade
8221,,Public,RAGLAND HIGH SCHOOL,,ST. CLAIR,100.0,Seventh Grade
8222,,Public,RAGLAND HIGH SCHOOL,,ST. CLAIR,100.0,Eighth Grade
8223,,Public,RAGLAND HIGH SCHOOL,,ST. CLAIR,100.0,Ninth Grade
8224,,Public,RAGLAND HIGH SCHOOL,,ST. CLAIR,100.0,Tenth Grade
8225,,Public,RAGLAND HIGH SCHOOL,,ST. CLAIR,100.0,Eleventh Grade
8226,,Public,SAINT CLAIR COUNTY HIGH SCHOOL,,ST. CLAIR,99.28,Twelfth Grade
8227,,Public,SAINT CLAIR COUNTY HIGH SCHOOL,,ST. CLAIR,100.0,Ninth Grade
8228,,Public,SAINT CLAIR COUNTY HIGH SCHOOL,,ST. CLAIR,100.0,Tenth Grade
8229,,Public,SAINT CLAIR COUNTY HIGH SCHOOL,,ST. CLAIR,100.0,Eleventh Grade
8230,,Public,SPRINGVILLE ELEMENTARY SCHOOL,,ST. CLAIR,90.91,Fifth Grade
8231,,Public,SPRINGVILLE ELEMENTARY SCHOOL,,ST. CLAIR,91.24,Kindergarten
8232,,Public,SPRINGVILLE ELEMENTARY SCHOOL,,ST. CLAIR,94.38,First Grade
8233,,Public,SPRINGVILLE ELEMENTARY SCHOOL,,ST. CLAIR,95.51,Second Grade
8234,,Public,SPRINGVILLE ELEMENTARY SCHOOL,,ST. CLAIR,97.28,Fourth Grade
8235,,Public,SPRINGVILLE ELEMENTARY SCHOOL,,ST. CLAIR,99.4,Third Grade
8236,,Public,SPRINGVILLE HIGH SCHOOL,,ST. CLAIR,98.86,Twelfth Grade
8237,,Public,SPRINGVILLE HIGH SCHOOL,,ST. CLAIR,98.87,Eleventh Grade
8238,,Public,SPRINGVILLE HIGH SCHOOL,,ST. CLAIR,99.01,Ninth Grade
8239,,Public,SPRINGVILLE HIGH SCHOOL,,ST. CLAIR,99.42,Tenth Grade
8240,,Public,SPRINGVILLE MIDDLE SCHOOL,,ST. CLAIR,97.44,Sixth Grade
8241,,Public,SPRINGVILLE MIDDLE SCHOOL,,ST. CLAIR,98.39,Eighth Grade
8242,,Public,SPRINGVILLE MIDDLE SCHOOL,,ST. CLAIR,98.67,Fifth Grade
8243,,Public,SPRINGVILLE MIDDLE SCHOOL,,ST. CLAIR,100.0,Seventh Grade
8244,,Public,ST. CLAIR COUNTY VIRTUAL PREPARATORY ACADEMY,,ST. CLAIR,87.5,Seventh Grade
8245,,Public,ST. CLAIR COUNTY VIRTUAL PREPARATORY ACADEMY,,ST. CLAIR,92.31,Sixth Grade
8246,,Public,ST. CLAIR COUNTY VIRTUAL PREPARATORY ACADEMY,,ST. CLAIR,98.53,Ninth Grade
8247,,Public,ST. CLAIR COUNTY VIRTUAL PREPARATORY ACADEMY,,ST. CLAIR,98.73,Tenth Grade
8248,,Public,ST. CLAIR COUNTY VIRTUAL PREPARATORY ACADEMY,,ST. CLAIR,99.18,Eleventh Grade
8249,,Public,ST. CLAIR COUNTY VIRTUAL PREPARATORY ACADEMY,,ST. CLAIR,99.19,Twelfth Grade
8250,,Public,ST. CLAIR COUNTY VIRTUAL PREPARATORY ACADEMY,,ST. CLAIR,100.0,Kindergarten
8251,,Public,ST. CLAIR COUNTY VIRTUAL PREPARATORY ACADEMY,,ST. CLAIR,100.0,First Grade
8252,,Public,ST. CLAIR COUNTY VIRTUAL PREPARATORY ACADEMY,,ST. CLAIR,100.0,Second Grade
8253,,Public,ST. CLAIR COUNTY VIRTUAL PREPARATORY ACADEMY,,ST. CLAIR,100.0,Third Grade
8254,,Public,ST. CLAIR COUNTY VIRTUAL PREPARATORY ACADEMY,,ST. CLAIR,100.0,Fourth Grade
8255,,Public,ST. CLAIR COUNTY VIRTUAL PREPARATORY ACADEMY,,ST. CLAIR,100.0,Fifth Grade
8256,,Public,ST. CLAIR COUNTY VIRTUAL PREPARATORY ACADEMY,,ST. CLAIR,100.0,Eighth Grade
8257,,Public,STEELE ELEMENTARY SCHOOL,,ST. CLAIR,92.31,Third Grade
8258,,Public,STEELE ELEMENTARY SCHOOL,,ST. CLAIR,95.0,Kindergarten
8259,,Public,STEELE ELEMENTARY SCHOOL,,ST. CLAIR,95.45,First Grade
8260,,Public,STEELE ELEMENTARY SCHOOL,,ST. CLAIR,100.0,Second Grade
8261,,Public,STEELE ELEMENTARY SCHOOL,,ST. CLAIR,100.0,Fourth Grade
8262,,Public,STEELE ELEMENTARY SCHOOL,,ST. CLAIR,100.0,Fifth Grade
8263,,Public,STEELE ELEMENTARY SCHOOL,,ST. CLAIR,100.0,Sixth Grade
8264,,Private,VICTORY CHRISTIAN SCHOOL,,ST. CLAIR,74.19,Second Grade
8265,,Private,VICTORY CHRISTIAN SCHOOL,,ST. CLAIR,80.0,Kindergarten
8266,,Private,VICTORY CHRISTIAN SCHOOL,,ST. CLAIR,83.67,First Grade
8267,,Private,VICTORY CHRISTIAN SCHOOL,,ST. CLAIR,87.5,Tenth Grade
8268,,Private,VICTORY CHRISTIAN SCHOOL,,ST. CLAIR,88.57,Sixth Grade
8269,,Private,VICTORY CHRISTIAN SCHOOL,,ST. CLAIR,90.48,Third Grade
8270,,Private,VICTORY CHRISTIAN SCHOOL,,ST. CLAIR,90.63,Fifth Grade
8271,,Private,VICTORY CHRISTIAN SCHOOL,,ST. CLAIR,92.31,Fourth Grade
8272,,Private,VICTORY CHRISTIAN SCHOOL,,ST. CLAIR,93.33,Eighth Grade
8273,,Private,VICTORY CHRISTIAN SCHOOL,,ST. CLAIR,94.12,Twelfth Grade
8274,,Private,VICTORY CHRISTIAN SCHOOL,,ST. CLAIR,94.29,Ninth Grade
8275,,Private,VICTORY CHRISTIAN SCHOOL,,ST. CLAIR,96.97,Eleventh Grade
8276,,Private,VICTORY CHRISTIAN SCHOOL,,ST. CLAIR,100.0,Seventh Grade
8277,,Public,WALTER M KENNEDY SCHOOL,,ST. CLAIR,94.12,First Grade
8278,,Public,WALTER M KENNEDY SCHOOL,,ST. CLAIR,96.15,Second Grade
8279,,Public,WALTER M KENNEDY SCHOOL,,ST. CLAIR,96.74,Third Grade
8280,,Public,WALTER M KENNEDY SCHOOL,,ST. CLAIR,98.82,Kindergarten
8281,,Public,WALTER M KENNEDY SCHOOL,,ST. CLAIR,100.0,Fourth Grade
8282,,Public,WILLIAMS INTERMEDIATE SCHOOL,,ST. CLAIR,98.11,Fifth Grade
8283,,Public,WILLIAMS INTERMEDIATE SCHOOL,,ST. CLAIR,98.88,Sixth Grade
8284,,Public,LIVINGSTON JUNIOR HIGH SCHOOL,,SUMTER,95.12,Fourth Grade
8285,,Public,LIVINGSTON JUNIOR HIGH SCHOOL,,SUMTER,100.0,Kindergarten
8286,,Public,LIVINGSTON JUNIOR HIGH SCHOOL,,SUMTER,100.0,First Grade
8287,,Public,LIVINGSTON JUNIOR HIGH SCHOOL,,SUMTER,100.0,Second Grade
8288,,Public,LIVINGSTON JUNIOR HIGH SCHOOL,,SUMTER,100.0,Third Grade
8289,,Public,LIVINGSTON JUNIOR HIGH SCHOOL,,SUMTER,100.0,Fifth Grade
8290,,Public,LIVINGSTON JUNIOR HIGH SCHOOL,,SUMTER,100.0,Sixth Grade
8291,,Public,LIVINGSTON JUNIOR HIGH SCHOOL,,SUMTER,100.0,Seventh Grade
8292,,Public,LIVINGSTON JUNIOR HIGH SCHOOL,,SUMTER,100.0,Eighth Grade
8293,,Public,SUMTER CENTRAL HIGH SCHOOL,,SUMTER,96.2,Eleventh Grade
8294,,Public,SUMTER CENTRAL HIGH SCHOOL,,SUMTER,97.4,Twelfth Grade
8295,,Public,SUMTER CENTRAL HIGH SCHOOL,,SUMTER,98.63,Ninth Grade
8296,,Public,SUMTER CENTRAL HIGH SCHOOL,,SUMTER,100.0,Tenth Grade
8297,,Public,UNIVERSITY CHARTER SCHOOL,,SUMTER,97.37,Eleventh Grade
8298,,Public,UNIVERSITY CHARTER SCHOOL,,SUMTER,97.56,Twelfth Grade
8299,,Public,UNIVERSITY CHARTER SCHOOL,,SUMTER,97.87,Sixth Grade
8300,,Public,UNIVERSITY CHARTER SCHOOL,,SUMTER,98.55,First Grade
8301,,Public,UNIVERSITY CHARTER SCHOOL,,SUMTER,100.0,Kindergarten
8302,,Public,UNIVERSITY CHARTER SCHOOL,,SUMTER,100.0,Second Grade
8303,,Public,UNIVERSITY CHARTER SCHOOL,,SUMTER,100.0,Third Grade
8304,,Public,UNIVERSITY CHARTER SCHOOL,,SUMTER,100.0,Fourth Grade
8305,,Public,UNIVERSITY CHARTER SCHOOL,,SUMTER,100.0,Fifth Grade
8306,,Public,UNIVERSITY CHARTER SCHOOL,,SUMTER,100.0,Seventh Grade
8307,,Public,UNIVERSITY CHARTER SCHOOL,,SUMTER,100.0,Eighth Grade
8308,,Public,UNIVERSITY CHARTER SCHOOL,,SUMTER,100.0,Ninth Grade
8309,,Public,UNIVERSITY CHARTER SCHOOL,,SUMTER,100.0,Tenth Grade
8310,,Public,YORK WEST END JUNIOR HIGH SCHOOL,,SUMTER,91.67,First Grade
8311,,Public,YORK WEST END JUNIOR HIGH SCHOOL,,SUMTER,96.67,Third Grade
8312,,Public,YORK WEST END JUNIOR HIGH SCHOOL,,SUMTER,100.0,Kindergarten
8313,,Public,YORK WEST END JUNIOR HIGH SCHOOL,,SUMTER,100.0,Second Grade
8314,,Public,YORK WEST END JUNIOR HIGH SCHOOL,,SUMTER,100.0,Fourth Grade
8315,,Public,YORK WEST END JUNIOR HIGH SCHOOL,,SUMTER,100.0,Fifth Grade
8316,,Public,YORK WEST END JUNIOR HIGH SCHOOL,,SUMTER,100.0,Sixth Grade
8317,,Public,YORK WEST END JUNIOR HIGH SCHOOL,,SUMTER,100.0,Seventh Grade
8318,,Public,YORK WEST END JUNIOR HIGH SCHOOL,,SUMTER,100.0,Eighth Grade
8319,,Public,AH WATWOOD ELEMENTARY SCHOOL,,TALLADEGA,98.21,Fifth Grade
8320,,Public,AH WATWOOD ELEMENTARY SCHOOL,,TALLADEGA,100.0,Kindergarten
8321,,Public,AH WATWOOD ELEMENTARY SCHOOL,,TALLADEGA,100.0,First Grade
8322,,Public,AH WATWOOD ELEMENTARY SCHOOL,,TALLADEGA,100.0,Second Grade
8323,,Public,AH WATWOOD ELEMENTARY SCHOOL,,TALLADEGA,100.0,Third Grade
8324,,Public,AH WATWOOD ELEMENTARY SCHOOL,,TALLADEGA,100.0,Fourth Grade
8325,,Public,ALABAMA INSTITUTE FOR DEAF AND BLIN,,TALLADEGA,92.86,Kindergarten
8326,,Public,ALABAMA INSTITUTE FOR DEAF AND BLIN,,TALLADEGA,93.33,Tenth Grade
8327,,Public,ALABAMA INSTITUTE FOR DEAF AND BLIN,,TALLADEGA,94.12,Second Grade
8328,,Public,ALABAMA INSTITUTE FOR DEAF AND BLIN,,TALLADEGA,94.74,Eighth Grade
8329,,Public,ALABAMA INSTITUTE FOR DEAF AND BLIN,,TALLADEGA,95.65,Seventh Grade
8330,,Public,ALABAMA INSTITUTE FOR DEAF AND BLIN,,TALLADEGA,96.15,Sixth Grade
8331,,Public,ALABAMA INSTITUTE FOR DEAF AND BLIN,,TALLADEGA,96.88,Eleventh Grade
8332,,Public,ALABAMA INSTITUTE FOR DEAF AND BLIN,,TALLADEGA,97.44,Ninth Grade
8333,,Public,ALABAMA INSTITUTE FOR DEAF AND BLIN,,TALLADEGA,100.0,First Grade
8334,,Public,ALABAMA INSTITUTE FOR DEAF AND BLIN,,TALLADEGA,100.0,Third Grade
8335,,Public,ALABAMA INSTITUTE FOR DEAF AND BLIN,,TALLADEGA,100.0,Fourth Grade
8336,,Public,ALABAMA INSTITUTE FOR DEAF AND BLIN,,TALLADEGA,100.0,Fifth Grade
8337,,Public,ALABAMA INSTITUTE FOR DEAF AND BLIN,,TALLADEGA,100.0,Twelfth Grade
8338,,Private,ASCENSION LEADERSHIP ACADEMY,,TALLADEGA,100.0,Kindergarten
8339,,Private,ASCENSION LEADERSHIP ACADEMY,,TALLADEGA,100.0,First Grade
8340,,Private,ASCENSION LEADERSHIP ACADEMY,,TALLADEGA,100.0,Second Grade
8341,,Private,ASCENSION LEADERSHIP ACADEMY,,TALLADEGA,100.0,Third Grade
8342,,Private,ASCENSION LEADERSHIP ACADEMY,,TALLADEGA,100.0,Fourth Grade
8343,,Private,ASCENSION LEADERSHIP ACADEMY,,TALLADEGA,100.0,Fifth Grade
8344,,Private,ASCENSION LEADERSHIP ACADEMY,,TALLADEGA,100.0,Sixth Grade
8345,,Private,ASCENSION LEADERSHIP ACADEMY,,TALLADEGA,100.0,Seventh Grade
8346,,Private,ASCENSION LEADERSHIP ACADEMY,,TALLADEGA,100.0,Eighth Grade
8347,,Private,ASCENSION LEADERSHIP ACADEMY,,TALLADEGA,100.0,Ninth Grade
8348,,Private,ASCENSION LEADERSHIP ACADEMY,,TALLADEGA,100.0,Tenth Grade
8349,,Private,ASCENSION LEADERSHIP ACADEMY,,TALLADEGA,100.0,Eleventh Grade
8350,,Public,BB COMER MEMORIAL ELEMENTARY SCHOOL,,TALLADEGA,92.54,Third Grade
8351,,Public,BB COMER MEMORIAL ELEMENTARY SCHOOL,,TALLADEGA,94.74,Kindergarten
8352,,Public,BB COMER MEMORIAL ELEMENTARY SCHOOL,,TALLADEGA,98.51,Fourth Grade
8353,,Public,BB COMER MEMORIAL ELEMENTARY SCHOOL,,TALLADEGA,98.59,First Grade
8354,,Public,BB COMER MEMORIAL ELEMENTARY SCHOOL,,TALLADEGA,100.0,Second Grade
8355,,Public,BB COMER MEMORIAL ELEMENTARY SCHOOL,,TALLADEGA,100.0,Fifth Grade
8356,,Public,BB COMER MEMORIAL ELEMENTARY SCHOOL,,TALLADEGA,100.0,Sixth Grade
8357,,Public,BB COMER MEMORIAL HIGH SCHOOL ,,TALLADEGA,96.15,Twelfth Grade
8358,,Public,BB COMER MEMORIAL HIGH SCHOOL ,,TALLADEGA,98.18,Ninth Grade
8359,,Public,BB COMER MEMORIAL HIGH SCHOOL ,,TALLADEGA,98.46,Eighth Grade
8360,,Public,BB COMER MEMORIAL HIGH SCHOOL ,,TALLADEGA,98.51,Seventh Grade
8361,,Public,BB COMER MEMORIAL HIGH SCHOOL ,,TALLADEGA,98.55,Eleventh Grade
8362,,Public,BB COMER MEMORIAL HIGH SCHOOL ,,TALLADEGA,100.0,Tenth Grade
8363,,Public,C L SALTER ELEMENTARY SCHOOL,,TALLADEGA,90.91,Fourth Grade
8364,,Public,C L SALTER ELEMENTARY SCHOOL,,TALLADEGA,97.53,Second Grade
8365,,Public,C L SALTER ELEMENTARY SCHOOL,,TALLADEGA,98.25,Third Grade
8366,,Public,C L SALTER ELEMENTARY SCHOOL,,TALLADEGA,98.55,First Grade
8367,,Public,C L SALTER ELEMENTARY SCHOOL,,TALLADEGA,100.0,Kindergarten
8368,,Public,C L SALTER ELEMENTARY SCHOOL,,TALLADEGA,100.0,Fifth Grade
8369,,Public,C L SALTER ELEMENTARY SCHOOL,,TALLADEGA,100.0,Sixth Grade
8370,,Public,CHARLES R DREW MIDDLE SCHOOL,,TALLADEGA,97.74,Sixth Grade
8371,,Public,CHARLES R DREW MIDDLE SCHOOL,,TALLADEGA,98.61,Seventh Grade
8372,,Public,CHARLES R DREW MIDDLE SCHOOL,,TALLADEGA,100.0,Eighth Grade
8373,,Public,CHARLES R DREW MIDDLE SCHOOL,,TALLADEGA,100.0,Ninth Grade
8374,,Public,CHARLES R DREW MIDDLE SCHOOL,,TALLADEGA,100.0,Tenth Grade
8375,,Public,CHARLES R DREW MIDDLE SCHOOL,,TALLADEGA,100.0,Eleventh Grade
8376,,Public,CHARLES R DREW MIDDLE SCHOOL,,TALLADEGA,100.0,Twelfth Grade
8377,,Public,CHILDERSBURG ELEMENTARY SCHOOL,,TALLADEGA,97.44,Kindergarten
8378,,Public,CHILDERSBURG ELEMENTARY SCHOOL,,TALLADEGA,97.56,Second Grade
8379,,Public,CHILDERSBURG ELEMENTARY SCHOOL,,TALLADEGA,98.04,Fourth Grade
8380,,Public,CHILDERSBURG ELEMENTARY SCHOOL,,TALLADEGA,100.0,First Grade
8381,,Public,CHILDERSBURG ELEMENTARY SCHOOL,,TALLADEGA,100.0,Third Grade
8382,,Public,CHILDERSBURG ELEMENTARY SCHOOL,,TALLADEGA,100.0,Fifth Grade
8383,,Public,CHILDERSBURG HIGH SCHOOL,,TALLADEGA,97.8,Tenth Grade
8384,,Public,CHILDERSBURG HIGH SCHOOL,,TALLADEGA,97.92,Ninth Grade
8385,,Public,CHILDERSBURG HIGH SCHOOL,,TALLADEGA,98.63,Twelfth Grade
8386,,Public,CHILDERSBURG HIGH SCHOOL,,TALLADEGA,99.07,Eleventh Grade
8387,,Public,CHILDERSBURG MIDDLE SCHOOL,,TALLADEGA,98.46,Sixth Grade
8388,,Public,CHILDERSBURG MIDDLE SCHOOL,,TALLADEGA,100.0,Fifth Grade
8389,,Public,CHILDERSBURG MIDDLE SCHOOL,,TALLADEGA,100.0,Seventh Grade
8390,,Public,CHILDERSBURG MIDDLE SCHOOL,,TALLADEGA,100.0,Eighth Grade
8391,,Public,EVELYN D HOUSTON ELEMENTARY SCHOOL,,TALLADEGA,96.91,Fourth Grade
8392,,Public,EVELYN D HOUSTON ELEMENTARY SCHOOL,,TALLADEGA,99.01,Sixth Grade
8393,,Public,EVELYN D HOUSTON ELEMENTARY SCHOOL,,TALLADEGA,100.0,Fifth Grade
8394,,Public,FAYETTEVILLE HIGH SCHOOL,,TALLADEGA,88.89,First Grade
8395,,Public,FAYETTEVILLE HIGH SCHOOL,,TALLADEGA,89.66,Second Grade
8396,,Public,FAYETTEVILLE HIGH SCHOOL,,TALLADEGA,90.0,Kindergarten
8397,,Public,FAYETTEVILLE HIGH SCHOOL,,TALLADEGA,100.0,Third Grade
8398,,Public,FAYETTEVILLE HIGH SCHOOL,,TALLADEGA,100.0,Fourth Grade
8399,,Public,FAYETTEVILLE HIGH SCHOOL,,TALLADEGA,100.0,Fifth Grade
8400,,Public,FAYETTEVILLE HIGH SCHOOL,,TALLADEGA,100.0,Sixth Grade
8401,,Public,FAYETTEVILLE HIGH SCHOOL,,TALLADEGA,100.0,Seventh Grade
8402,,Public,FAYETTEVILLE HIGH SCHOOL,,TALLADEGA,100.0,Eighth Grade
8403,,Public,FAYETTEVILLE HIGH SCHOOL,,TALLADEGA,100.0,Ninth Grade
8404,,Public,FAYETTEVILLE HIGH SCHOOL,,TALLADEGA,100.0,Tenth Grade
8405,,Public,FAYETTEVILLE HIGH SCHOOL,,TALLADEGA,100.0,Eleventh Grade
8406,,Public,FAYETTEVILLE HIGH SCHOOL,,TALLADEGA,100.0,Twelfth Grade
8407,,Public,GRAHAM ELEMENTARY SCHOOL,,TALLADEGA,100.0,Second Grade
8408,,Public,GRAHAM ELEMENTARY SCHOOL,,TALLADEGA,100.0,Third Grade
8409,,Public,GRAHAM ELEMENTARY SCHOOL,,TALLADEGA,100.0,Fourth Grade
8410,,Public,INDIAN VALLEY ELEMENTARY SCHOOL,,TALLADEGA,93.8,Kindergarten
8411,,Public,INDIAN VALLEY ELEMENTARY SCHOOL,,TALLADEGA,94.07,First Grade
8412,,Public,INDIAN VALLEY ELEMENTARY SCHOOL,,TALLADEGA,96.32,Second Grade
8413,,Private,KNOLLWOOD CHRISTIAN SCHOOL (SYLACAUGA),,TALLADEGA,80.0,Ninth Grade
8414,,Private,KNOLLWOOD CHRISTIAN SCHOOL (SYLACAUGA),,TALLADEGA,100.0,Third Grade
8415,,Private,KNOLLWOOD CHRISTIAN SCHOOL (SYLACAUGA),,TALLADEGA,100.0,Fourth Grade
8416,,Private,KNOLLWOOD CHRISTIAN SCHOOL (SYLACAUGA),,TALLADEGA,100.0,Fifth Grade
8417,,Private,KNOLLWOOD CHRISTIAN SCHOOL (SYLACAUGA),,TALLADEGA,100.0,Sixth Grade
8418,,Private,KNOLLWOOD CHRISTIAN SCHOOL (SYLACAUGA),,TALLADEGA,100.0,Seventh Grade
8419,,Private,KNOLLWOOD CHRISTIAN SCHOOL (SYLACAUGA),,TALLADEGA,100.0,Eighth Grade
8420,,Private,KNOLLWOOD CHRISTIAN SCHOOL (SYLACAUGA),,TALLADEGA,100.0,Tenth Grade
8421,,Private,KNOLLWOOD CHRISTIAN SCHOOL (SYLACAUGA),,TALLADEGA,100.0,Eleventh Grade
8422,,Private,KNOLLWOOD CHRISTIAN SCHOOL (SYLACAUGA),,TALLADEGA,100.0,Twelfth Grade
8423,,Public,LINCOLN ELEMENTARY SCHOOL,,TALLADEGA,95.68,Second Grade
8424,,Public,LINCOLN ELEMENTARY SCHOOL,,TALLADEGA,97.14,Third Grade
8425,,Public,LINCOLN ELEMENTARY SCHOOL,,TALLADEGA,97.69,Fourth Grade
8426,,Public,LINCOLN ELEMENTARY SCHOOL,,TALLADEGA,97.9,First Grade
8427,,Public,LINCOLN ELEMENTARY SCHOOL,,TALLADEGA,98.23,Fifth Grade
8428,,Public,LINCOLN ELEMENTARY SCHOOL,,TALLADEGA,98.54,Kindergarten
8429,,Public,LINCOLN HIGH SCHOOL,,TALLADEGA,98.65,Ninth Grade
8430,,Public,LINCOLN HIGH SCHOOL,,TALLADEGA,99.3,Eleventh Grade
8431,,Public,LINCOLN HIGH SCHOOL,,TALLADEGA,100.0,Tenth Grade
8432,,Public,LINCOLN HIGH SCHOOL,,TALLADEGA,100.0,Twelfth Grade
8433,,Public,MUNFORD ELEMENTARY SCHOOL,,TALLADEGA,96.12,Second Grade
8434,,Public,MUNFORD ELEMENTARY SCHOOL,,TALLADEGA,97.06,First Grade
8435,,Public,MUNFORD ELEMENTARY SCHOOL,,TALLADEGA,97.32,Fourth Grade
8436,,Public,MUNFORD ELEMENTARY SCHOOL,,TALLADEGA,98.13,Third Grade
8437,,Public,MUNFORD ELEMENTARY SCHOOL,,TALLADEGA,98.36,Kindergarten
8438,,Public,MUNFORD ELEMENTARY SCHOOL,,TALLADEGA,99.07,Fifth Grade
8439,,Public,MUNFORD HIGH SCHOOL,,TALLADEGA,96.55,Ninth Grade
8440,,Public,MUNFORD HIGH SCHOOL,,TALLADEGA,98.9,Twelfth Grade
8441,,Public,MUNFORD HIGH SCHOOL,,TALLADEGA,100.0,Tenth Grade
8442,,Public,MUNFORD HIGH SCHOOL,,TALLADEGA,100.0,Eleventh Grade
8443,,Public,MUNFORD MIDDLE SCHOOL,,TALLADEGA,98.21,Sixth Grade
8444,,Public,MUNFORD MIDDLE SCHOOL,,TALLADEGA,98.9,Seventh Grade
8445,,Public,MUNFORD MIDDLE SCHOOL,,TALLADEGA,99.0,Eighth Grade
8446,,Public,NICHOLS-LAWSON MIDDLE SCHOOL,,TALLADEGA,98.56,Sixth Grade
8447,,Public,NICHOLS-LAWSON MIDDLE SCHOOL,,TALLADEGA,100.0,Seventh Grade
8448,,Public,NICHOLS-LAWSON MIDDLE SCHOOL,,TALLADEGA,100.0,Eighth Grade
8449,,Public,PINECREST ELEMENTARY SCHOOL,,TALLADEGA,98.64,Third Grade
8450,,Public,PINECREST ELEMENTARY SCHOOL,,TALLADEGA,99.31,Fourth Grade
8451,,Public,PINECREST ELEMENTARY SCHOOL,,TALLADEGA,100.0,Fifth Grade
8452,,Public,RAYMOND L YOUNG ELEMENTARY SCHOOL,,TALLADEGA,92.31,First Grade
8453,,Public,RAYMOND L YOUNG ELEMENTARY SCHOOL,,TALLADEGA,93.33,Second Grade
8454,,Public,RAYMOND L YOUNG ELEMENTARY SCHOOL,,TALLADEGA,100.0,Kindergarten
8455,,Public,STEMLEY ROAD ELEMENTARY SCHOOL,,TALLADEGA,92.06,First Grade
8456,,Public,STEMLEY ROAD ELEMENTARY SCHOOL,,TALLADEGA,94.44,Sixth Grade
8457,,Public,STEMLEY ROAD ELEMENTARY SCHOOL,,TALLADEGA,94.83,Third Grade
8458,,Public,STEMLEY ROAD ELEMENTARY SCHOOL,,TALLADEGA,95.35,Fourth Grade
8459,,Public,STEMLEY ROAD ELEMENTARY SCHOOL,,TALLADEGA,97.67,Kindergarten
8460,,Public,STEMLEY ROAD ELEMENTARY SCHOOL,,TALLADEGA,100.0,Second Grade
8461,,Public,STEMLEY ROAD ELEMENTARY SCHOOL,,TALLADEGA,100.0,Fifth Grade
8462,,Public,SYCAMORE SCHOOL,,TALLADEGA,88.37,Second Grade
8463,,Public,SYCAMORE SCHOOL,,TALLADEGA,93.22,First Grade
8464,,Public,SYCAMORE SCHOOL,,TALLADEGA,94.34,Kindergarten
8465,,Public,SYCAMORE SCHOOL,,TALLADEGA,97.83,Fifth Grade
8466,,Public,SYCAMORE SCHOOL,,TALLADEGA,97.92,Third Grade
8467,,Public,SYCAMORE SCHOOL,,TALLADEGA,100.0,Fourth Grade
8468,,Public,SYLACAUGA HIGH SCHOOL,,TALLADEGA,99.35,Tenth Grade
8469,,Public,SYLACAUGA HIGH SCHOOL,,TALLADEGA,99.44,Twelfth Grade
8470,,Public,SYLACAUGA HIGH SCHOOL,,TALLADEGA,99.46,Eleventh Grade
8471,,Public,SYLACAUGA HIGH SCHOOL,,TALLADEGA,100.0,Ninth Grade
8472,,Public,TALLADEGA COUNTY CENTRAL HIGH,,TALLADEGA,100.0,Eighth Grade
8473,,Public,TALLADEGA COUNTY CENTRAL HIGH,,TALLADEGA,100.0,Ninth Grade
8474,,Public,TALLADEGA COUNTY CENTRAL HIGH,,TALLADEGA,100.0,Tenth Grade
8475,,Public,TALLADEGA COUNTY CENTRAL HIGH,,TALLADEGA,100.0,Eleventh Grade
8476,,Public,TALLADEGA HIGH SCHOOL,,TALLADEGA,100.0,Ninth Grade
8477,,Public,TALLADEGA HIGH SCHOOL,,TALLADEGA,100.0,Tenth Grade
8478,,Public,TALLADEGA HIGH SCHOOL,,TALLADEGA,100.0,Eleventh Grade
8479,,Public,TALLADEGA HIGH SCHOOL,,TALLADEGA,100.0,Twelfth Grade
8480,,Public,WINTERBORO HIGH SCHOOL,,TALLADEGA,97.37,Sixth Grade
8481,,Public,WINTERBORO HIGH SCHOOL,,TALLADEGA,97.67,Tenth Grade
8482,,Public,WINTERBORO HIGH SCHOOL,,TALLADEGA,98.21,Twelfth Grade
8483,,Public,WINTERBORO HIGH SCHOOL,,TALLADEGA,98.25,Seventh Grade
8484,,Public,WINTERBORO HIGH SCHOOL,,TALLADEGA,98.31,Eleventh Grade
8485,,Public,WINTERBORO HIGH SCHOOL,,TALLADEGA,98.39,Ninth Grade
8486,,Public,WINTERBORO HIGH SCHOOL,,TALLADEGA,100.0,Eighth Grade
8487,,Public,ZORA ELLIS JUNIOR HIGH SCHOOL,,TALLADEGA,100.0,Eighth Grade
8488,,Public,ALEXANDER CITY MIDDLE SCHOOL,,TALLAPOOSA,98.82,Seventh Grade
8489,,Public,ALEXANDER CITY MIDDLE SCHOOL,,TALLAPOOSA,100.0,Eighth Grade
8490,,Public,BENJAMIN RUSSELL HIGH SCHOOL,,TALLAPOOSA,98.08,Eleventh Grade
8491,,Public,BENJAMIN RUSSELL HIGH SCHOOL,,TALLAPOOSA,98.66,Ninth Grade
8492,,Public,BENJAMIN RUSSELL HIGH SCHOOL,,TALLAPOOSA,99.53,Tenth Grade
8493,,Public,BENJAMIN RUSSELL HIGH SCHOOL,,TALLAPOOSA,100.0,Twelfth Grade
8494,,Public,DADEVILLE ELEMENTARY SCHOOL,,TALLAPOOSA,96.47,Second Grade
8495,,Public,DADEVILLE ELEMENTARY SCHOOL,,TALLAPOOSA,96.84,Kindergarten
