,Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
301,,Public,PINE GROVE ELEMENTARY SCHOOL,,BALDWIN,98.39,Second Grade
302,,Public,PINE GROVE ELEMENTARY SCHOOL,,BALDWIN,98.44,First Grade
303,,Public,PINE GROVE ELEMENTARY SCHOOL,,BALDWIN,98.46,Third Grade
304,,Public,PINE GROVE ELEMENTARY SCHOOL,,BALDWIN,100.0,Fourth Grade
305,,Public,ROBERTSDALE ELEMENTARY SCHOOL,,BALDWIN,92.74,Second Grade
306,,Public,ROBERTSDALE ELEMENTARY SCHOOL,,BALDWIN,94.85,First Grade
307,,Public,ROBERTSDALE ELEMENTARY SCHOOL,,BALDWIN,96.5,Third Grade
308,,Public,ROBERTSDALE ELEMENTARY SCHOOL,,BALDWIN,96.92,Sixth Grade
309,,Public,ROBERTSDALE ELEMENTARY SCHOOL,,BALDWIN,97.33,Kindergarten
310,,Public,ROBERTSDALE ELEMENTARY SCHOOL,,BALDWIN,98.41,Fifth Grade
311,,Public,ROBERTSDALE ELEMENTARY SCHOOL,,BALDWIN,98.58,Fourth Grade
312,,Public,ROBERTSDALE HIGH SCHOOL,,BALDWIN,98.96,Ninth Grade
313,,Public,ROBERTSDALE HIGH SCHOOL,,BALDWIN,99.47,Twelfth Grade
314,,Public,ROBERTSDALE HIGH SCHOOL,,BALDWIN,99.49,Eleventh Grade
315,,Public,ROBERTSDALE HIGH SCHOOL,,BALDWIN,99.72,Tenth Grade
316,,Public,ROCKWELL ELEMENTARY SCHOOL,,BALDWIN,91.09,First Grade
317,,Public,ROCKWELL ELEMENTARY SCHOOL,,BALDWIN,91.18,Kindergarten
318,,Public,ROCKWELL ELEMENTARY SCHOOL,,BALDWIN,91.25,Second Grade
319,,Public,ROCKWELL ELEMENTARY SCHOOL,,BALDWIN,96.15,Sixth Grade
320,,Public,ROCKWELL ELEMENTARY SCHOOL,,BALDWIN,97.94,Fifth Grade
321,,Public,ROCKWELL ELEMENTARY SCHOOL,,BALDWIN,98.08,Third Grade
322,,Public,ROCKWELL ELEMENTARY SCHOOL,,BALDWIN,98.17,Fourth Grade
323,,Public,ROSINTON SCHOOL,,BALDWIN,85.71,Kindergarten
324,,Public,ROSINTON SCHOOL,,BALDWIN,90.2,Fourth Grade
325,,Public,ROSINTON SCHOOL,,BALDWIN,90.24,Third Grade
326,,Public,ROSINTON SCHOOL,,BALDWIN,91.84,Second Grade
327,,Public,ROSINTON SCHOOL,,BALDWIN,91.84,Fifth Grade
328,,Public,ROSINTON SCHOOL,,BALDWIN,94.44,First Grade
329,,Public,ROSINTON SCHOOL,,BALDWIN,97.3,Sixth Grade
330,,Public,SILVERHILL SCHOOL,,BALDWIN,92.96,Second Grade
331,,Public,SILVERHILL SCHOOL,,BALDWIN,93.22,Third Grade
332,,Public,SILVERHILL SCHOOL,,BALDWIN,95.16,Sixth Grade
333,,Public,SILVERHILL SCHOOL,,BALDWIN,95.24,First Grade
334,,Public,SILVERHILL SCHOOL,,BALDWIN,96.97,Fourth Grade
335,,Public,SILVERHILL SCHOOL,,BALDWIN,98.55,Kindergarten
336,,Public,SILVERHILL SCHOOL,,BALDWIN,100.0,Fifth Grade
337,,Private,SNOOK CHRISTIAN ACADEMY,,BALDWIN,63.33,Kindergarten
338,,Private,SNOOK CHRISTIAN ACADEMY,,BALDWIN,78.38,Third Grade
339,,Private,SNOOK CHRISTIAN ACADEMY,,BALDWIN,82.35,First Grade
340,,Private,SNOOK CHRISTIAN ACADEMY,,BALDWIN,84.38,Second Grade
341,,Private,SNOOK CHRISTIAN ACADEMY,,BALDWIN,88.89,Fifth Grade
342,,Private,SNOOK CHRISTIAN ACADEMY,,BALDWIN,90.48,Seventh Grade
343,,Private,SNOOK CHRISTIAN ACADEMY,,BALDWIN,90.91,Ninth Grade
344,,Private,SNOOK CHRISTIAN ACADEMY,,BALDWIN,92.86,Eighth Grade
345,,Private,SNOOK CHRISTIAN ACADEMY,,BALDWIN,93.33,Fourth Grade
346,,Private,SNOOK CHRISTIAN ACADEMY,,BALDWIN,93.33,Twelfth Grade
347,,Private,SNOOK CHRISTIAN ACADEMY,,BALDWIN,94.74,Tenth Grade
348,,Private,SNOOK CHRISTIAN ACADEMY,,BALDWIN,95.24,Eleventh Grade
349,,Private,SNOOK CHRISTIAN ACADEMY,,BALDWIN,100.0,Sixth Grade
350,,Private,SOUTH BALDWIN CHRISTIAN ACADEMY,,BALDWIN,60.0,Tenth Grade
351,,Private,SOUTH BALDWIN CHRISTIAN ACADEMY,,BALDWIN,64.71,Second Grade
352,,Private,SOUTH BALDWIN CHRISTIAN ACADEMY,,BALDWIN,75.0,First Grade
353,,Private,SOUTH BALDWIN CHRISTIAN ACADEMY,,BALDWIN,75.0,Third Grade
354,,Private,SOUTH BALDWIN CHRISTIAN ACADEMY,,BALDWIN,78.57,Kindergarten
355,,Private,SOUTH BALDWIN CHRISTIAN ACADEMY,,BALDWIN,85.71,Eleventh Grade
356,,Private,SOUTH BALDWIN CHRISTIAN ACADEMY,,BALDWIN,87.5,Fifth Grade
357,,Private,SOUTH BALDWIN CHRISTIAN ACADEMY,,BALDWIN,91.67,Ninth Grade
358,,Private,SOUTH BALDWIN CHRISTIAN ACADEMY,,BALDWIN,100.0,Fourth Grade
359,,Private,SOUTH BALDWIN CHRISTIAN ACADEMY,,BALDWIN,100.0,Sixth Grade
360,,Private,SOUTH BALDWIN CHRISTIAN ACADEMY,,BALDWIN,100.0,Seventh Grade
361,,Private,SOUTH BALDWIN CHRISTIAN ACADEMY,,BALDWIN,100.0,Eighth Grade
362,,Private,SOUTH BALDWIN CHRISTIAN ACADEMY,,BALDWIN,100.0,Twelfth Grade
363,,Public,SPANISH FORT ELEMENTARY SCHOOL,,BALDWIN,93.55,Second Grade
364,,Public,SPANISH FORT ELEMENTARY SCHOOL,,BALDWIN,93.98,Kindergarten
365,,Public,SPANISH FORT ELEMENTARY SCHOOL,,BALDWIN,95.45,Sixth Grade
366,,Public,SPANISH FORT ELEMENTARY SCHOOL,,BALDWIN,97.14,First Grade
367,,Public,SPANISH FORT ELEMENTARY SCHOOL,,BALDWIN,98.08,Fourth Grade
368,,Public,SPANISH FORT ELEMENTARY SCHOOL,,BALDWIN,98.1,Fifth Grade
369,,Public,SPANISH FORT ELEMENTARY SCHOOL,,BALDWIN,100.0,Third Grade
370,,Public,SPANISH FORT HIGH SCHOOL,,BALDWIN,97.49,Ninth Grade
371,,Public,SPANISH FORT HIGH SCHOOL,,BALDWIN,98.54,Eleventh Grade
372,,Public,SPANISH FORT HIGH SCHOOL,,BALDWIN,98.72,Twelfth Grade
373,,Public,SPANISH FORT HIGH SCHOOL,,BALDWIN,99.22,Tenth Grade
374,,Public,SPANISH FORT MIDDLE SCHOOL,,BALDWIN,97.97,Seventh Grade
375,,Public,SPANISH FORT MIDDLE SCHOOL,,BALDWIN,99.13,Eighth Grade
376,,Private,ST. BENEDICT CATHOLIC SCHOOL,,BALDWIN,83.33,Third Grade
377,,Private,ST. BENEDICT CATHOLIC SCHOOL,,BALDWIN,83.33,Eighth Grade
378,,Private,ST. BENEDICT CATHOLIC SCHOOL,,BALDWIN,90.91,Sixth Grade
379,,Private,ST. BENEDICT CATHOLIC SCHOOL,,BALDWIN,100.0,Kindergarten
380,,Private,ST. BENEDICT CATHOLIC SCHOOL,,BALDWIN,100.0,Fourth Grade
381,,Private,ST. BENEDICT CATHOLIC SCHOOL,,BALDWIN,100.0,Fifth Grade
382,,Private,ST. BENEDICT CATHOLIC SCHOOL,,BALDWIN,100.0,Seventh Grade
383,,Private,ST. JAMES EPISCOPAL SCHOOL,,BALDWIN,93.1,Kindergarten
384,,Private,ST. MICHAEL CATHOLIC HIGH SCHOOL,,BALDWIN,96.55,Tenth Grade
385,,Private,ST. MICHAEL CATHOLIC HIGH SCHOOL,,BALDWIN,98.33,Ninth Grade
386,,Private,ST. MICHAEL CATHOLIC HIGH SCHOOL,,BALDWIN,99.08,Eleventh Grade
387,,Private,ST. MICHAEL CATHOLIC HIGH SCHOOL,,BALDWIN,100.0,Twelfth Grade
388,,Private,ST. PATRICK CATHOLIC SCHOOL,,BALDWIN,94.12,Kindergarten
389,,Private,ST. PATRICK CATHOLIC SCHOOL,,BALDWIN,100.0,First Grade
390,,Private,ST. PATRICK CATHOLIC SCHOOL,,BALDWIN,100.0,Second Grade
391,,Private,ST. PATRICK CATHOLIC SCHOOL,,BALDWIN,100.0,Third Grade
392,,Private,ST. PATRICK CATHOLIC SCHOOL,,BALDWIN,100.0,Fourth Grade
393,,Private,ST. PATRICK CATHOLIC SCHOOL,,BALDWIN,100.0,Fifth Grade
394,,Private,ST. PATRICK CATHOLIC SCHOOL,,BALDWIN,100.0,Sixth Grade
395,,Private,ST. PATRICK CATHOLIC SCHOOL,,BALDWIN,100.0,Seventh Grade
396,,Private,ST. PATRICK CATHOLIC SCHOOL,,BALDWIN,100.0,Eighth Grade
397,,Public,STAPLETON SCHOOL,,BALDWIN,85.0,Sixth Grade
398,,Public,STAPLETON SCHOOL,,BALDWIN,92.31,Kindergarten
399,,Public,STAPLETON SCHOOL,,BALDWIN,93.55,Third Grade
400,,Public,STAPLETON SCHOOL,,BALDWIN,93.75,First Grade
401,,Public,STAPLETON SCHOOL,,BALDWIN,93.75,Second Grade
402,,Public,STAPLETON SCHOOL,,BALDWIN,96.55,Fifth Grade
403,,Public,STAPLETON SCHOOL,,BALDWIN,100.0,Fourth Grade
404,,Public,STONEBRIDGE ,,BALDWIN,92.0,First Grade
405,,Public,STONEBRIDGE ,,BALDWIN,94.05,Kindergarten
406,,Public,STONEBRIDGE ,,BALDWIN,94.51,Sixth Grade
407,,Public,STONEBRIDGE ,,BALDWIN,94.95,Third Grade
408,,Public,STONEBRIDGE ,,BALDWIN,97.62,Fourth Grade
409,,Public,STONEBRIDGE ,,BALDWIN,97.92,Fifth Grade
410,,Public,STONEBRIDGE ,,BALDWIN,98.85,Second Grade
411,,Public,SUMMERDALE SCHOOL,,BALDWIN,92.45,Fourth Grade
412,,Public,SUMMERDALE SCHOOL,,BALDWIN,93.44,Kindergarten
413,,Public,SUMMERDALE SCHOOL,,BALDWIN,94.12,Fifth Grade
414,,Public,SUMMERDALE SCHOOL,,BALDWIN,94.87,First Grade
415,,Public,SUMMERDALE SCHOOL,,BALDWIN,95.65,Second Grade
416,,Public,SUMMERDALE SCHOOL,,BALDWIN,97.59,Eighth Grade
417,,Public,SUMMERDALE SCHOOL,,BALDWIN,98.41,Third Grade
418,,Public,SUMMERDALE SCHOOL,,BALDWIN,98.41,Seventh Grade
419,,Public,SUMMERDALE SCHOOL,,BALDWIN,98.55,Sixth Grade
420,,Public,SWIFT ELEMENTARY SCHOOL,,BALDWIN,95.0,Sixth Grade
421,,Public,SWIFT ELEMENTARY SCHOOL,,BALDWIN,95.24,Fourth Grade
422,,Public,SWIFT ELEMENTARY SCHOOL,,BALDWIN,100.0,Kindergarten
423,,Public,SWIFT ELEMENTARY SCHOOL,,BALDWIN,100.0,First Grade
424,,Public,SWIFT ELEMENTARY SCHOOL,,BALDWIN,100.0,Second Grade
425,,Public,SWIFT ELEMENTARY SCHOOL,,BALDWIN,100.0,Third Grade
426,,Public,SWIFT ELEMENTARY SCHOOL,,BALDWIN,100.0,Fifth Grade
427,,Public,W J CARROLL INTERMEDIATE SCHOOL,,BALDWIN,96.5,Fifth Grade
428,,Public,W J CARROLL INTERMEDIATE SCHOOL,,BALDWIN,97.12,Fourth Grade
429,,Public,W J CARROLL INTERMEDIATE SCHOOL,,BALDWIN,97.67,Sixth Grade
430,,Public,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,,BARBOUR,86.13,First Grade
431,,Public,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,,BARBOUR,87.63,Second Grade
432,,Public,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,,BARBOUR,91.9,Third Grade
433,,Public,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,,BARBOUR,93.92,Fifth Grade
434,,Public,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,,BARBOUR,94.74,Fourth Grade
435,,Public,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,,BARBOUR,95.92,Sixth Grade
436,,Public,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,,BARBOUR,96.81,Seventh Grade
437,,Public,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,,BARBOUR,98.01,Twelfth Grade
438,,Public,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,,BARBOUR,98.44,Tenth Grade
439,,Public,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,,BARBOUR,98.45,Ninth Grade
440,,Public,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,,BARBOUR,98.55,Eighth Grade
441,,Public,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,,BARBOUR,98.92,Eleventh Grade
442,,Public,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,,BARBOUR,100.0,Kindergarten
443,,Public,BARBOUR COUNTY HIGH SCHOOL,,BARBOUR,100.0,Seventh Grade
444,,Public,BARBOUR COUNTY HIGH SCHOOL,,BARBOUR,100.0,Eighth Grade
445,,Public,BARBOUR COUNTY HIGH SCHOOL,,BARBOUR,100.0,Ninth Grade
446,,Public,BARBOUR COUNTY HIGH SCHOOL,,BARBOUR,100.0,Tenth Grade
447,,Public,BARBOUR COUNTY HIGH SCHOOL,,BARBOUR,100.0,Eleventh Grade
448,,Public,BARBOUR COUNTY HIGH SCHOOL,,BARBOUR,100.0,Twelfth Grade
449,,Public,BARBOUR COUNTY INTERMEDIATE SCHOOL,,BARBOUR,87.1,Third Grade
450,,Public,BARBOUR COUNTY INTERMEDIATE SCHOOL,,BARBOUR,96.43,Second Grade
451,,Public,BARBOUR COUNTY INTERMEDIATE SCHOOL,,BARBOUR,96.77,Sixth Grade
452,,Public,BARBOUR COUNTY INTERMEDIATE SCHOOL,,BARBOUR,97.87,Fourth Grade
453,,Public,BARBOUR COUNTY INTERMEDIATE SCHOOL,,BARBOUR,100.0,Fifth Grade
454,,Public,BARBOUR COUNTY PRIMARY SCHOOL,,BARBOUR,100.0,Kindergarten
455,,Public,BARBOUR COUNTY PRIMARY SCHOOL,,BARBOUR,100.0,First Grade
456,,Public,EUFAULA ELEMENTARY SCHOOL,,BARBOUR,98.09,Third Grade
457,,Public,EUFAULA ELEMENTARY SCHOOL,,BARBOUR,98.91,Fourth Grade
458,,Public,EUFAULA ELEMENTARY SCHOOL,,BARBOUR,99.24,Fifth Grade
459,,Public,EUFAULA HIGH SCHOOL,,BARBOUR,99.41,Ninth Grade
460,,Public,EUFAULA HIGH SCHOOL,,BARBOUR,99.42,Tenth Grade
461,,Public,EUFAULA HIGH SCHOOL,,BARBOUR,100.0,Eleventh Grade
462,,Public,EUFAULA HIGH SCHOOL,,BARBOUR,100.0,Twelfth Grade
463,,Public,EUFAULA PRIMARY SCHOOL,,BARBOUR,98.92,Kindergarten
464,,Public,EUFAULA PRIMARY SCHOOL,,BARBOUR,99.35,Second Grade
465,,Public,EUFAULA PRIMARY SCHOOL,,BARBOUR,100.0,First Grade
466,,Public,MOORER MIDDLE SCHOOL,,BARBOUR,99.31,Sixth Grade
467,,Public,MOORER MIDDLE SCHOOL,,BARBOUR,99.38,Eighth Grade
468,,Public,MOORER MIDDLE SCHOOL,,BARBOUR,99.4,Seventh Grade
469,,Private,PARKVIEW CHRISTIAN SCHOOL,,BARBOUR,90.0,Kindergarten
470,,Private,PARKVIEW CHRISTIAN SCHOOL,,BARBOUR,93.33,Fourth Grade
471,,Private,PARKVIEW CHRISTIAN SCHOOL,,BARBOUR,94.44,First Grade
472,,Private,PARKVIEW CHRISTIAN SCHOOL,,BARBOUR,95.24,Third Grade
473,,Private,PARKVIEW CHRISTIAN SCHOOL,,BARBOUR,100.0,Second Grade
474,,Private,PARKVIEW CHRISTIAN SCHOOL,,BARBOUR,100.0,Fifth Grade
475,,Private,PARKVIEW CHRISTIAN SCHOOL,,BARBOUR,100.0,Sixth Grade
476,,Private,THE LAKESIDE SCHOOL,,BARBOUR,86.96,Twelfth Grade
477,,Private,THE LAKESIDE SCHOOL,,BARBOUR,90.91,First Grade
478,,Private,THE LAKESIDE SCHOOL,,BARBOUR,94.44,Tenth Grade
479,,Private,THE LAKESIDE SCHOOL,,BARBOUR,95.0,Third Grade
480,,Private,THE LAKESIDE SCHOOL,,BARBOUR,95.65,Kindergarten
481,,Private,THE LAKESIDE SCHOOL,,BARBOUR,100.0,Second Grade
482,,Private,THE LAKESIDE SCHOOL,,BARBOUR,100.0,Fourth Grade
483,,Private,THE LAKESIDE SCHOOL,,BARBOUR,100.0,Fifth Grade
484,,Private,THE LAKESIDE SCHOOL,,BARBOUR,100.0,Sixth Grade
485,,Private,THE LAKESIDE SCHOOL,,BARBOUR,100.0,Seventh Grade
486,,Private,THE LAKESIDE SCHOOL,,BARBOUR,100.0,Eighth Grade
487,,Private,THE LAKESIDE SCHOOL,,BARBOUR,100.0,Ninth Grade
488,,Private,THE LAKESIDE SCHOOL,,BARBOUR,100.0,Eleventh Grade
489,,Public,BIBB COUNTY HIGH SCHOOL,,BIBB,98.6,Twelfth Grade
490,,Public,BIBB COUNTY HIGH SCHOOL,,BIBB,98.89,Tenth Grade
491,,Public,BIBB COUNTY HIGH SCHOOL,,BIBB,99.29,Eleventh Grade
492,,Public,BIBB COUNTY HIGH SCHOOL,,BIBB,100.0,Ninth Grade
493,,Public,BRENT ELEMENTARY SCHOOL,,BIBB,96.43,First Grade
494,,Public,BRENT ELEMENTARY SCHOOL,,BIBB,96.52,Kindergarten
495,,Public,BRENT ELEMENTARY SCHOOL,,BIBB,96.61,Second Grade
496,,Public,BRENT ELEMENTARY SCHOOL,,BIBB,98.15,Fourth Grade
497,,Public,BRENT ELEMENTARY SCHOOL,,BIBB,98.32,Third Grade
498,,Private,CAHAWBA CHRISTIAN ACADEMY,,BIBB,100.0,First Grade
499,,Private,CAHAWBA CHRISTIAN ACADEMY,,BIBB,100.0,Second Grade
500,,Private,CAHAWBA CHRISTIAN ACADEMY,,BIBB,100.0,Fifth Grade
501,,Private,CAHAWBA CHRISTIAN ACADEMY,,BIBB,100.0,Ninth Grade
502,,Private,CAHAWBA CHRISTIAN ACADEMY,,BIBB,100.0,Tenth Grade
503,,Private,CAHAWBA CHRISTIAN ACADEMY,,BIBB,100.0,Eleventh Grade
504,,Public,CENTREVILLE MIDDLE SCHOOL,,BIBB,97.67,Eighth Grade
505,,Public,CENTREVILLE MIDDLE SCHOOL,,BIBB,99.14,Seventh Grade
506,,Public,CENTREVILLE MIDDLE SCHOOL,,BIBB,100.0,Fifth Grade
507,,Public,CENTREVILLE MIDDLE SCHOOL,,BIBB,100.0,Sixth Grade
508,,Public,RANDOLPH ELEMENTARY SCHOOL,,BIBB,90.0,Second Grade
509,,Public,RANDOLPH ELEMENTARY SCHOOL,,BIBB,93.55,First Grade
510,,Public,RANDOLPH ELEMENTARY SCHOOL,,BIBB,96.15,Fourth Grade
511,,Public,RANDOLPH ELEMENTARY SCHOOL,,BIBB,96.43,Sixth Grade
512,,Public,RANDOLPH ELEMENTARY SCHOOL,,BIBB,96.88,Kindergarten
513,,Public,RANDOLPH ELEMENTARY SCHOOL,,BIBB,100.0,Third Grade
514,,Public,RANDOLPH ELEMENTARY SCHOOL,,BIBB,100.0,Fifth Grade
515,,Public,WEST BLOCTON ELEMENTARY SCHOOL,,BIBB,90.48,Second Grade
516,,Public,WEST BLOCTON ELEMENTARY SCHOOL,,BIBB,91.8,Third Grade
517,,Public,WEST BLOCTON ELEMENTARY SCHOOL,,BIBB,92.5,Kindergarten
518,,Public,WEST BLOCTON ELEMENTARY SCHOOL,,BIBB,92.59,First Grade
519,,Public,WEST BLOCTON ELEMENTARY SCHOOL,,BIBB,92.68,Fourth Grade
520,,Public,WEST BLOCTON HIGH SCHOOL,,BIBB,98.1,Twelfth Grade
521,,Public,WEST BLOCTON HIGH SCHOOL,,BIBB,98.86,Tenth Grade
522,,Public,WEST BLOCTON HIGH SCHOOL,,BIBB,99.15,Eleventh Grade
523,,Public,WEST BLOCTON HIGH SCHOOL,,BIBB,100.0,Ninth Grade
524,,Public,WEST BLOCTON MIDDLE SCHOOL,,BIBB,95.56,Seventh Grade
525,,Public,WEST BLOCTON MIDDLE SCHOOL,,BIBB,97.52,Eighth Grade
526,,Public,WEST BLOCTON MIDDLE SCHOOL,,BIBB,98.44,Fifth Grade
527,,Public,WEST BLOCTON MIDDLE SCHOOL,,BIBB,98.94,Sixth Grade
528,,Public,WOODSTOCK ELEMENTARY SCHOOL,,BIBB,92.45,First Grade
529,,Public,WOODSTOCK ELEMENTARY SCHOOL,,BIBB,95.0,Second Grade
530,,Public,WOODSTOCK ELEMENTARY SCHOOL,,BIBB,95.0,Third Grade
531,,Public,WOODSTOCK ELEMENTARY SCHOOL,,BIBB,96.55,Kindergarten
532,,Public,WOODSTOCK ELEMENTARY SCHOOL,,BIBB,98.0,Fourth Grade
533,,Public,APPALACHIAN  SCHOOL,,BLOUNT,93.22,First Grade
534,,Public,APPALACHIAN  SCHOOL,,BLOUNT,97.44,Seventh Grade
535,,Public,APPALACHIAN  SCHOOL,,BLOUNT,98.0,Twelfth Grade
536,,Public,APPALACHIAN  SCHOOL,,BLOUNT,98.18,Kindergarten
537,,Public,APPALACHIAN  SCHOOL,,BLOUNT,98.25,Fourth Grade
538,,Public,APPALACHIAN  SCHOOL,,BLOUNT,100.0,Second Grade
539,,Public,APPALACHIAN  SCHOOL,,BLOUNT,100.0,Third Grade
540,,Public,APPALACHIAN  SCHOOL,,BLOUNT,100.0,Fifth Grade
541,,Public,APPALACHIAN  SCHOOL,,BLOUNT,100.0,Sixth Grade
542,,Public,APPALACHIAN  SCHOOL,,BLOUNT,100.0,Eighth Grade
543,,Public,APPALACHIAN  SCHOOL,,BLOUNT,100.0,Ninth Grade
544,,Public,APPALACHIAN  SCHOOL,,BLOUNT,100.0,Tenth Grade
545,,Public,APPALACHIAN  SCHOOL,,BLOUNT,100.0,Eleventh Grade
546,,Public,BLOUNT COUNTY LEARNING CENTER,,BLOUNT,87.5,Kindergarten
547,,Public,BLOUNT COUNTY LEARNING CENTER,,BLOUNT,100.0,First Grade
548,,Public,BLOUNT COUNTY LEARNING CENTER,,BLOUNT,100.0,Second Grade
549,,Public,BLOUNT COUNTY LEARNING CENTER,,BLOUNT,100.0,Third Grade
550,,Public,BLOUNT COUNTY LEARNING CENTER,,BLOUNT,100.0,Fourth Grade
551,,Public,BLOUNT COUNTY LEARNING CENTER,,BLOUNT,100.0,Fifth Grade
552,,Public,BLOUNT COUNTY LEARNING CENTER,,BLOUNT,100.0,Sixth Grade
553,,Public,BLOUNT COUNTY LEARNING CENTER,,BLOUNT,100.0,Seventh Grade
554,,Public,BLOUNT COUNTY LEARNING CENTER,,BLOUNT,100.0,Eighth Grade
555,,Public,BLOUNT COUNTY LEARNING CENTER,,BLOUNT,100.0,Ninth Grade
556,,Public,BLOUNT COUNTY LEARNING CENTER,,BLOUNT,100.0,Tenth Grade
557,,Public,BLOUNT COUNTY LEARNING CENTER,,BLOUNT,100.0,Eleventh Grade
558,,Public,BLOUNT COUNTY LEARNING CENTER,,BLOUNT,100.0,Twelfth Grade
559,,Public,BLOUNTSVILLE ELEMENTARY SCHOOL,,BLOUNT,98.67,Sixth Grade
560,,Public,BLOUNTSVILLE ELEMENTARY SCHOOL,,BLOUNT,98.88,Kindergarten
561,,Public,BLOUNTSVILLE ELEMENTARY SCHOOL,,BLOUNT,98.89,First Grade
562,,Public,BLOUNTSVILLE ELEMENTARY SCHOOL,,BLOUNT,98.91,Third Grade
563,,Public,BLOUNTSVILLE ELEMENTARY SCHOOL,,BLOUNT,98.99,Fifth Grade
564,,Public,BLOUNTSVILLE ELEMENTARY SCHOOL,,BLOUNT,100.0,Second Grade
565,,Public,BLOUNTSVILLE ELEMENTARY SCHOOL,,BLOUNT,100.0,Fourth Grade
566,,Public,CLEVELAND ELEMENTARY SCHOOL,,BLOUNT,96.72,Kindergarten
567,,Public,CLEVELAND ELEMENTARY SCHOOL,,BLOUNT,97.18,Second Grade
568,,Public,CLEVELAND ELEMENTARY SCHOOL,,BLOUNT,98.28,Fifth Grade
569,,Public,CLEVELAND ELEMENTARY SCHOOL,,BLOUNT,98.61,Third Grade
570,,Public,CLEVELAND ELEMENTARY SCHOOL,,BLOUNT,100.0,First Grade
571,,Public,CLEVELAND ELEMENTARY SCHOOL,,BLOUNT,100.0,Fourth Grade
572,,Public,CLEVELAND ELEMENTARY SCHOOL,,BLOUNT,100.0,Sixth Grade
573,,Public,CLEVELAND HIGH SCHOOL,,BLOUNT,97.3,Ninth Grade
574,,Public,CLEVELAND HIGH SCHOOL,,BLOUNT,98.25,Eleventh Grade
575,,Public,CLEVELAND HIGH SCHOOL,,BLOUNT,98.63,Seventh Grade
576,,Public,CLEVELAND HIGH SCHOOL,,BLOUNT,98.68,Eighth Grade
577,,Public,CLEVELAND HIGH SCHOOL,,BLOUNT,100.0,Tenth Grade
578,,Public,CLEVELAND HIGH SCHOOL,,BLOUNT,100.0,Twelfth Grade
579,,Public,HAYDEN ELEMENTARY SCHOOL,,BLOUNT,98.51,Third Grade
580,,Public,HAYDEN ELEMENTARY SCHOOL,,BLOUNT,99.19,Fourth Grade
581,,Public,HAYDEN HIGH SCHOOL,,BLOUNT,98.8,Tenth Grade
582,,Public,HAYDEN HIGH SCHOOL,,BLOUNT,99.33,Eighth Grade
583,,Public,HAYDEN HIGH SCHOOL,,BLOUNT,99.34,Ninth Grade
584,,Public,HAYDEN HIGH SCHOOL,,BLOUNT,99.46,Eleventh Grade
585,,Public,HAYDEN HIGH SCHOOL,,BLOUNT,100.0,Twelfth Grade
586,,Public,HAYDEN MIDDLE SCHOOL,,BLOUNT,98.35,Fifth Grade
587,,Public,HAYDEN MIDDLE SCHOOL,,BLOUNT,98.51,Sixth Grade
588,,Public,HAYDEN MIDDLE SCHOOL,,BLOUNT,98.82,Seventh Grade
589,,Public,HAYDEN PRIMARY SCHOOL,,BLOUNT,96.39,Second Grade
590,,Public,HAYDEN PRIMARY SCHOOL,,BLOUNT,97.32,Kindergarten
591,,Public,HAYDEN PRIMARY SCHOOL,,BLOUNT,97.58,First Grade
592,,Public,JB PENNINGTON HIGH SCHOOL,,BLOUNT,97.1,Twelfth Grade
593,,Public,JB PENNINGTON HIGH SCHOOL,,BLOUNT,97.83,Eleventh Grade
594,,Public,JB PENNINGTON HIGH SCHOOL,,BLOUNT,98.72,Tenth Grade
595,,Public,JB PENNINGTON HIGH SCHOOL,,BLOUNT,98.94,Seventh Grade
596,,Public,JB PENNINGTON HIGH SCHOOL,,BLOUNT,100.0,Eighth Grade
597,,Public,JB PENNINGTON HIGH SCHOOL,,BLOUNT,100.0,Ninth Grade
598,,Public,LOCUST FORK ELEMENTARY,,BLOUNT,98.39,Fourth Grade
599,,Public,LOCUST FORK ELEMENTARY,,BLOUNT,98.63,Kindergarten
600,,Public,LOCUST FORK ELEMENTARY,,BLOUNT,98.7,First Grade
601,,Public,LOCUST FORK ELEMENTARY,,BLOUNT,98.78,Second Grade
602,,Public,LOCUST FORK ELEMENTARY,,BLOUNT,100.0,Third Grade
603,,Public,LOCUST FORK ELEMENTARY,,BLOUNT,100.0,Fifth Grade
604,,Public,LOCUST FORK ELEMENTARY,,BLOUNT,100.0,Sixth Grade
