Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
,Public,Pewamo-Westphalia Middle School,5101 S Clintonia Rd,Clinton,92.75,7th
,Private,St Mary School,209 N Westphalia St,Clinton,93.33,Kindergarten
,Public,Grayling Elementary School,306 Plum St,Crawford,94.21,Kindergarten
,Public,Grayling Middle School,500 Spruce St,Crawford,96.00,7th
,Public,Big Bay de Noc School,8928 Oo.25 Rd,Delta,93.75,7th
,Public,Big Bay de Noc School,8928 Oo.25 Rd,Delta,90.91,Kindergarten
,Public,Escanaba Junior Senior High School,500 S Lincoln Rd,Delta,97.08,7th
,Private,Holy Name School,409 S 22nd St,Delta,100.00,7th
,Private,Holy Name School,409 S 22nd St,Delta,94.44,Kindergarten
,Public,Webster Elementary School,1213 N 19th St,Delta,96.69,Kindergarten
,Public,Cameron Elementary School,803 29th St,Delta,92.86,Kindergarten
,Public,Gladstone Area Middle School,400 S 10th St,Delta,98.08,7th
,Private,Little Light of Mine Kindergarten,528 28th St,Delta,54.55,Kindergarten
,Public,Bark River-Harris Elementary School,Hwy US 2 & 41,Delta,100.00,Kindergarten
,Public,Bark River-Harris Jr/Sr High School,Hwy U.S. 2 & 41,Delta,100.00,7th
,Public,Tri Township School,10070 US Highway 2,Delta,100.00,7th
,Public,Tri Township School,10070 US Highway 2,Delta,94.12,Kindergarten
,Public,Mid Peninsula School,5055 Saint Nicholas 31st Rd,Delta,83.33,7th
,Public,Mid Peninsula School,5055 Saint Nicholas 31st Rd,Delta,84.62,Kindergarten
,Public,Barack Obama Leadership Academy,10800 E Canfield St,Detroit,100.00,7th
,Public,Barack Obama Leadership Academy,10800 E Canfield St,Detroit,96.67,Kindergarten
,Public,Capstone Academy Charter School South Campus,3500 John R St,Detroit,100.00,7th
,Public,Cesar Chavez Academy Elem,8126 W Vernor Hwy,Detroit,100.00,Kindergarten
,Public,Cesar Chavez Academy Middle School,6782 Goldsmith St,Detroit,99.51,7th
,Public,Cornerstone Jefferson-Douglass Academy,6861 E Nevada St,Detroit,100.00,7th
,Public,Cornerstone Jefferson-Douglass Academy,6861 E Nevada St,Detroit,93.48,Kindergarten
,Public,David Ellis Academy,18977 Schaefer Hwy,Detroit,100.00,7th
,Public,David Ellis Academy,18977 Schaefer Hwy,Detroit,95.45,Kindergarten
,Public,Detroit Academy of Arts and Sciences,2985 E Jefferson Ave,Detroit,96.43,Kindergarten
,Public,Detroit Academy of Arts and Sciences Middle School,2985 E Jefferson Ave,Detroit,97.48,7th
,Public,Detroit Achievement Academy,7000 W Outer Dr,Detroit,100.00,7th
,Public,Detroit Achievement Academy,7000 W Outer Dr,Detroit,96.30,Kindergarten
,Public,Detroit Prep,8411 Sylvester St,Detroit,96.00,7th
,Public,Detroit Prep,8411 Sylvester St,Detroit,88.37,Kindergarten
,Public,Detroit Community School-Elementary,12675 Burt Rd,Detroit,100.00,7th
,Public,Detroit Community School-Elementary,12675 Burt Rd,Detroit,91.67,Kindergarten
,Public,Detroit Enterprise Academy,11224 Kercheval St,Detroit,100.00,7th
,Public,Detroit Enterprise Academy,11224 Kercheval St,Detroit,91.11,Kindergarten
,Public,Detroit Innovation Academy,18211 Plymouth Rd,Detroit,100.00,7th
,Public,Detroit Innovation Academy,18211 Plymouth Rd,Detroit,97.22,Kindergarten
,Public,Detroit Leadership Academy K-8,13550 Virgil St,Detroit,100.00,7th
,Public,Detroit Leadership Academy K-8,13550 Virgil St,Detroit,88.46,Kindergarten
,Public,Detroit Merit Charter Academy,1091 Alter Rd,Detroit,100.00,7th
,Public,Detroit Merit Charter Academy,1091 Alter Rd,Detroit,98.68,Kindergarten
,Public,Detroit Premier Academy,7781 Asbury Park,Detroit,100.00,7th
,Public,Detroit Premier Academy,7781 Asbury Park,Detroit,90.43,Kindergarten
,Public,A L Holmes Academy of Blended Learning,8950 Crane St,Detroit,97.96,7th
,Public,A L Holmes Academy of Blended Learning,8950 Crane St,Detroit,90.48,Kindergarten
,Public,Academy of the Americas at Logan,3811 Cicotte St,Detroit,94.74,Kindergarten
,Public,Academy of the Americas High School,5680 Konkel St,Detroit,100.00,7th
,Private,Al-Furqan Quran Academy,4430 Saint James St,Detroit,100.00,7th
,Private,Al-Furqan Quran Academy,4430 Saint James St,Detroit,76.92,Kindergarten
,Private,Al-Ikhlas Training Academy,12555 McDougall St,Detroit,83.33,7th
,Private,Al-Ikhlas Training Academy,12555 McDougall St,Detroit,76.19,Kindergarten
,Public,Ann Arbor Trail Magnet School,7635 Chatham,Detroit,100.00,7th
,Private,ASA Higher Learning Preparatory Sch,20433 Livernois Ave,Detroit,75.00,Kindergarten
,Public,Bagley Elementary School of Journalism and Technology,8100 Curtis St,Detroit,92.00,Kindergarten
,Public,Barton Elementary School,8530 Joy Rd,Detroit,84.21,Kindergarten
,Public,Bates Academy,19701 Wyoming St,Detroit,97.67,7th
,Public,Bennett Elementary School,2111 Mullane St,Detroit,97.30,Kindergarten
,Public,Blackwell Institute,9330 Shoemaker St,Detroit,90.91,7th
,Public,Bow Elementary School,19801 Prevost St,Detroit,100.00,7th
,Public,Bow Elementary School,19801 Prevost St,Detroit,96.49,Kindergarten
,Public,Brenda Scott Academy for Theater Arts,18440 Hoover St,Detroit,96.43,7th
,Public,Brenda Scott Academy for Theater Arts,18440 Hoover St,Detroit,84.42,Kindergarten
,Public,Brewer Elementary School,18025 Brock St,Detroit,100.00,7th
,Public,Brewer Elementary School,18025 Brock St,Detroit,100.00,Kindergarten
,Public,Bunche Preparatory Academy,2715 Macomb St,Detroit,97.14,7th
,Public,Bunche Preparatory Academy,2715 Macomb St,Detroit,96.61,Kindergarten
,Public,Burns Elementary-Middle School,14350 Terry St,Detroit,96.88,7th
,Public,Burns Elementary-Middle School,14350 Terry St,Detroit,100.00,Kindergarten
,Public,Burton International School,2001 Martin Luther King Jr Blvd,Detroit,95.45,7th
,Public,Burton International School,2001 Martin Luther King Jr Blvd,Detroit,96.43,Kindergarten
,Public,Carleton Elementary School,11724 Casino St,Detroit,100.00,Kindergarten
,Public,Carstens Elementary School,13000 Essex Ave,Detroit,100.00,7th
,Public,Carstens Elementary School,13000 Essex Ave,Detroit,100.00,Kindergarten
,Public,Carver STEM Academy,18701 Paul St,Detroit,93.33,7th
,Public,Carver STEM Academy,18701 Paul St,Detroit,91.30,Kindergarten
,Public,Charles Wright Academy of Arts and Science,19299 Berg Rd,Detroit,100.00,7th
,Public,Charles Wright Academy of Arts and Science,19299 Berg Rd,Detroit,91.38,Kindergarten
,Private,Christ the King School,16800 Trinity St,Detroit,100.00,7th
,Private,Christ the King School,16800 Trinity St,Detroit,83.33,Kindergarten
,Public,Chrysler Elementary School,1445 E Lafayette St,Detroit,68.42,Kindergarten
,Public,Clippert Academy,1981 McKinstry St,Detroit,100.00,7th
,Public,Coleman A Young Elementary School,15771 Hubbell St,Detroit,93.55,Kindergarten
,Public,Cooke STEM Academy,18800 Puritan St,Detroit,91.84,Kindergarten
,Public,Davison Elementary-Middle School,2800 E Davison St,Detroit,100.00,7th
,Public,Davison Elementary-Middle School,2800 E Davison St,Detroit,98.11,Kindergarten
,Public,Detroit International Academy for Young Women,5161 Charles St,Detroit,94.12,7th
,Public,Detroit International Academy for Young Women,5161 Charles St,Detroit,90.00,Kindergarten
,Public,Detroit Lions Academy,2001 W Warren Ave,Detroit,100.00,7th
,Public,Dixon Elementary School,8401 Trinity St,Detroit,100.00,7th
,Public,Dixon Elementary School,8401 Trinity St,Detroit,100.00,Kindergarten
,Public,Dossin Elementary-Middle School,16650 Glendale St,Detroit,100.00,7th
,Public,Dossin Elementary-Middle School,16650 Glendale St,Detroit,100.00,Kindergarten
,Public,DPSCD Virtual School,9026 Woodward Ave,Detroit,95.45,7th
,Public,Durfee Elementary-Middle School,2425 Tuxedo St,Detroit,95.56,7th
,Public,Durfee Elementary-Middle School,2425 Tuxedo St,Detroit,97.67,Kindergarten
,Public,Earhart Elementary Middle School,1000 Scotten St,Detroit,100.00,7th
,Public,Earhart Elementary Middle School,1000 Scotten St,Detroit,95.59,Kindergarten
,Public,Edison Elementary School,1903 Wilkins St,Detroit,97.96,Kindergarten
,Public,Edmonson Montessori,1300 W Canfield St,Detroit,96.08,Kindergarten
,Public,Edward (Duke) Ellington Conservatory of Music/Art,9860 Park Dr,Detroit,98.04,7th
,Public,Edward (Duke) Ellington Conservatory of Music/Art,9860 Park Dr,Detroit,91.30,Kindergarten
,Public,Emerson Middle Elementary School,18240 Huntington Rd,Detroit,94.55,7th
,Public,Emerson Middle Elementary School,18240 Huntington Rd,Detroit,97.92,Kindergarten
,Public,Fisher Magnet Lower Academy,15510 E State Fair St,Detroit,95.00,Kindergarten
,Public,Fisher Magnet Upper Academy,15491 Maddelein St,Detroit,97.65,7th
,Public,Foreign Language Immersion,6501 W Outer Dr,Detroit,98.04,7th
,Public,Foreign Language Immersion,6501 W Outer Dr,Detroit,96.05,Kindergarten
,Public,Gardner Elementary School,6528 Mansfield St,Detroit,89.29,Kindergarten
,Public,Garvey Academy,2301 Van Dyke St,Detroit,93.48,7th
,Public,Garvey Academy,2301 Van Dyke St,Detroit,92.96,Kindergarten
,Private,Gesu Elementary School,17139 Oak Dr,Detroit,100.00,7th
,Private,Gesu Elementary School,17139 Oak Dr,Detroit,94.74,Kindergarten
,Public,Golightly Education Center,5536 Saint Antoine St,Detroit,97.37,7th
,Public,Golightly Education Center,5536 Saint Antoine St,Detroit,87.72,Kindergarten
,Public,Gompers Elementary School,14450 Burt Rd,Detroit,100.00,7th
,Public,Gompers Elementary School,14450 Burt Rd,Detroit,87.50,Kindergarten
,Public,Hamilton Academy,14223 Southampton St,Detroit,100.00,7th
,Public,Hamilton Academy,14223 Southampton St,Detroit,97.78,Kindergarten
,Public,Harms Elementary School,2400 Central St,Detroit,96.77,Kindergarten
,Public,Henderson Academy,16101 W Chicago St,Detroit,97.78,7th
,Public,Henderson Academy,16101 W Chicago St,Detroit,100.00,Kindergarten
,Private,Holy Redeemer Grade School,1711 Junction St,Detroit,96.00,7th
,Private,Holy Redeemer Grade School,1711 Junction St,Detroit,94.29,Kindergarten
,Public,Hutchinson Elementary - Middle School,2600 Garland St,Detroit,100.00,7th
,Public,Hutchinson Elementary - Middle School,2600 Garland St,Detroit,91.30,Kindergarten
,Private,International Islamic Academy,4612 Lonyo St,Detroit,100.00,7th
,Private,International Islamic Academy,4612 Lonyo St,Detroit,87.50,Kindergarten
,Public,J E Clark Preparatory Academy,15755 Bremen St,Detroit,100.00,7th
,Public,John R King Academic and Performing,16800 Strathmoor St,Detroit,98.48,7th
,Public,John R King Academic and Performing,16800 Strathmoor St,Detroit,98.48,Kindergarten
,Public,Keidan Special Education Center,4441 Collingwood St,Detroit,92.86,7th
,Public,Keidan Special Education Center,4441 Collingwood St,Detroit,83.33,Kindergarten
,Public,Mackenzie Elementary Middle School,10147 W Chicago,Detroit,98.98,7th
,Public,Mackenzie Elementary Middle School,10147 W Chicago,Detroit,96.92,Kindergarten
,Public,Mann Learning Community,19625 Elmira St,Detroit,90.91,Kindergarten
,Public,Marion Law Academy,19411 Cliff St,Detroit,100.00,7th
,Public,Marion Law Academy,19411 Cliff St,Detroit,95.92,Kindergarten
,Public,Mark Twain Elementary-Middle School,12800 Visger St,Detroit,91.67,7th
,Public,Mark Twain Elementary-Middle School,12800 Visger St,Detroit,100.00,Kindergarten
,Public,Marquette Elementary Middle School,6145 Canyon St,Detroit,94.00,7th
,Public,Marquette Elementary Middle School,6145 Canyon St,Detroit,91.49,Kindergarten
,Public,Mary McLeod Bethune Elementary-Middle School,8145 Purtain Ave,Detroit,98.55,7th
,Public,Mary McLeod Bethune Elementary-Middle School,8145 Purtain Ave,Detroit,94.64,Kindergarten
,Public,Mason Academy,19955 Fenelon St,Detroit,96.43,7th
,Public,Mason Academy,19955 Fenelon St,Detroit,97.62,Kindergarten
,Public,Maybury Elementary School,4410 Porter St,Detroit,93.55,Kindergarten
,Public,Moses Field Center,1100 Sheridan St,Detroit,100.00,7th
,Private,Most Holy Trinity School,1229 Labrosse St,Detroit,100.00,7th
,Private,Most Holy Trinity School,1229 Labrosse St,Detroit,92.31,Kindergarten
,Public,Munger Elementary Middle School,5525 Martin St,Detroit,100.00,7th
,Public,Munger Elementary Middle School,5525 Martin St,Detroit,96.67,Kindergarten
,Public,Neinas Dual Language Learning Academy,6021 McMillan St,Detroit,94.00,7th
,Public,Neinas Dual Language Learning Academy,6021 McMillan St,Detroit,90.00,Kindergarten
,Public,Nichols Elementary-Middle School,3000 Burns St,Detroit,100.00,7th
,Public,Nichols Elementary-Middle School,3000 Burns St,Detroit,87.50,Kindergarten
,Public,Noble Elementary-Middle School,8646 Fullerton St,Detroit,96.67,7th
,Public,Noble Elementary-Middle School,8646 Fullerton St,Detroit,95.12,Kindergarten
,Public,Nolan Elementary-Middle School,1150 E Lantz St,Detroit,94.74,7th
,Public,Nolan Elementary-Middle School,1150 E Lantz St,Detroit,95.31,Kindergarten
,Public,Palmer Park Preparatory Academy,3901 Margareta St,Detroit,97.10,7th
,Public,Palmer Park Preparatory Academy,3901 Margareta St,Detroit,94.64,Kindergarten
,Public,Pasteur Elementary School,19811 Stoepel St,Detroit,86.05,Kindergarten
,Public,Paul Robeson Malcolm X Academy,2585 Grove St,Detroit,96.77,7th
,Public,Paul Robeson Malcolm X Academy,2585 Grove St,Detroit,95.65,Kindergarten
,Public,Priest Elementary School,7840 Wagner St,Detroit,100.00,7th
,Public,Priest Elementary School,7840 Wagner St,Detroit,100.00,Kindergarten
,Public,Pulaski Elementary-Middle School,13840 Lappin St,Detroit,100.00,7th
,Public,Pulaski Elementary-Middle School,13840 Lappin St,Detroit,92.31,Kindergarten
,Public,Roberto Clemente Learning Academy,1551 Beard St,Detroit,99.10,Kindergarten
,Public,Ronald Brown Academy,11530 E Outer Dr,Detroit,95.29,7th
,Public,Ronald Brown Academy,11530 E Outer Dr,Detroit,87.95,Kindergarten
,Public,Sampson-Webber Leadership Academy,4700 Tireman St,Detroit,100.00,7th
,Public,Sampson-Webber Leadership Academy,4700 Tireman St,Detroit,100.00,Kindergarten
,Public,Schulze Academy for Technology and Arts,10700 Santa Maria St,Detroit,100.00,7th
,Public,Schulze Academy for Technology and Arts,10700 Santa Maria St,Detroit,93.62,Kindergarten
,Public,Spain Elementary School,3700 Beaubien St,Detroit,93.88,7th
,Public,Spain Elementary School,3700 Beaubien St,Detroit,91.30,Kindergarten
,Private,Starting Point Montessori Kindergarten,7578 Puritan St,Detroit,100.00,Kindergarten
,Public,The School at Marygrove,8425 W McNichols Rd,Detroit,89.58,Kindergarten
,Public,Thirkell Elementary School,7724 14th St,Detroit,96.00,7th
,Public,Thirkell Elementary School,7724 14th St,Detroit,91.30,Kindergarten
,Public,Thurgood Marshall Elementary School,15531 Linwood St,Detroit,100.00,7th
,Public,Thurgood Marshall Elementary School,15531 Linwood St,Detroit,95.12,Kindergarten
,Private,University of Detroit Jesuit,8400 S Cambridge Ave,Detroit,96.92,7th
,Public,Vernor Elementary School,13726 Pembroke Ave,Detroit,94.87,7th
,Public,Vernor Elementary School,13726 Pembroke Ave,Detroit,97.96,Kindergarten
,Private,Waldorf School Assn. of Michigan,2555 Burns St,Detroit,76.47,7th
,Private,Waldorf School Assn. of Michigan,2555 Burns St,Detroit,72.00,Kindergarten
,Public,Wayne Elementary School,10633 Courville St,Detroit,100.00,Kindergarten
,Public,Detroit Service Learning Academy Campus,21605 W 7 Mile Rd,Detroit,100.00,7th
,Public,Detroit Service Learning Academy Campus,21605 W 7 Mile Rd,Detroit,93.75,Kindergarten
,Public,Dove Academy of Detroit,20001 Wexford St,Detroit,100.00,7th
,Public,Dove Academy of Detroit,20001 Wexford St,Detroit,97.22,Kindergarten
,Public,Detroit Edison Public School Academy,1903 Wilkins St,Detroit,99.02,7th
,Public,Detroit Edison Public School Academy,1903 Wilkins St,Detroit,91.96,Kindergarten
,Public,Escuela Avancemos,2635 Howard St,Detroit,100.00,7th
,Public,Escuela Avancemos,2635 Howard St,Detroit,100.00,Kindergarten
,Public,Flagship Charter Academy,13661 Wisconsin St,Detroit,100.00,7th
,Public,Flagship Charter Academy,13661 Wisconsin St,Detroit,81.94,Kindergarten
,Public,Frontier International Academy,13222 Conant St,Detroit,100.00,Kindergarten
,Public,George Crockett Academy,4851 14th St,Detroit,97.22,7th
,Public,George Crockett Academy,4851 14th St,Detroit,91.43,Kindergarten
,Public,Hope Academy,12121 Broadstreet Ave,Detroit,100.00,7th
,Public,Hope Academy,12121 Broadstreet Ave,Detroit,94.34,Kindergarten
,Public,Hope of Detroit Academy - Elementary,4443 N Campbell St,Detroit,98.44,Kindergarten
,Public,Hope of Detroit Academy - Middle High School,4444 35th St,Detroit,98.77,7th
,Public,Joy Preparatory Academy,15055 Dexter Ave,Detroit,92.86,7th
,Public,Joy Preparatory Academy,15055 Dexter Ave,Detroit,100.00,Kindergarten
,Public,KIPP Detroit Imani Academy,19321 W Chicago St,Detroit,90.91,Kindergarten
,Public,Legacy Charter Academy,4900 E Hildale St,Detroit,96.00,7th
,Public,Legacy Charter Academy,4900 E Hildale St,Detroit,97.30,Kindergarten
,Public,Martin Luther King Jr Ed Center,16827 Appoline St,Detroit,95.24,7th
,Public,Martin Luther King Jr Ed Center,16827 Appoline St,Detroit,97.22,Kindergarten
,Public,MacDowell Preparatory Academy - MacDowell,4201 W Outer Dr,Detroit,100.00,7th
,Public,MacDowell Preparatory Academy - MacDowell,4201 W Outer Dr,Detroit,87.50,Kindergarten
,Public,Madison-Carver Academy,19900 McIntyre St,Detroit,88.46,Kindergarten
,Public,Trix Academy,20045 Joann St,Detroit,100.00,7th
,Public,Trix Academy,20045 Joann St,Detroit,100.00,Kindergarten
,Public,New Paradigm College Prep,4001 29th St,Detroit,100.00,7th
,Public,New Paradigm College Prep,4001 29th St,Detroit,95.00,Kindergarten
,Public,New Paradigm Glazer Academy,2001 La Belle St,Detroit,100.00,7th
,Public,New Paradigm Glazer Academy,2001 La Belle St,Detroit,92.00,Kindergarten
,Public,Oakland International Academy - Elementary,4001 Miller St,Detroit,59.31,Kindergarten
,Public,Oakland International Academy 2-8,8228 Conant St,Detroit,74.19,7th
,Public,Old Redford Academy - Elementary,17195 Redford St,Detroit,91.84,Kindergarten
,Public,Old Redford Academy - Middle School,22122 W McNichols Rd,Detroit,96.36,7th
,Public,Pembroke Academy,19940 Mansfield St,Detroit,100.00,7th
,Public,Pembroke Academy,19940 Mansfield St,Detroit,87.50,Kindergarten
,Public,Plymouth Educational Center,1460 E Forest Ave,Detroit,100.00,7th
,Public,Regent Park Scholars Charter Academy,15865 E 7 Mile Rd,Detroit,100.00,7th
,Public,Regent Park Scholars Charter Academy,15865 E 7 Mile Rd,Detroit,97.53,Kindergarten
,Public,Rutherford Winans Academy,16411 Curtis St,Detroit,100.00,7th
,Public,Rutherford Winans Academy,16411 Curtis St,Detroit,86.67,Kindergarten
